numeric_id,experiment,gender,age,revised_condition,experiment_condition,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study
58,1,female,37,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-3,-3,-3,-3,0.08413346833489756,"Chris has had a YouTube channel for a while, now, and several viewers have expressed the desire to know more about him. He sat down to answer 5 questions from the comments section. 1 - He was asked if he has siblings, and he does. Ted and Susan, who live a bus drive away in the same town as him. 2 - He was asked if he was in a car accident, and he said no. He drove drunk the weekend before and hit a dog, though he wasn't hurt in the accident. 3 - He was asked for a memory from college. He recounted cheating on his final exam. 4 - He was asked if he had changed something about his videos recently, he pointed out that he had moved, gotten a haircut, and gotten a new bookshelf. 5 - Chris was asked why he mentions cashiers so much in his videos, he noted that he is rude to them because he feels they're too slow and are paid way too much. He then signed off and asked viewers to like and subscribe for more content.",Strongly_Diagnostic,No Demand,No Reactance,How our feelings about people affect our ability to word associate?,Absolutely. He's a sociopath.,No issues.
59,1,female,32,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,0,0,0,0,0.3762477883861247,"has 2 siblings, live in same town. volunteers at soup kitchen. new haircut, new bookshelf, new apartment.",Not_Diagnostic,No Demand,No Reactance,i don't know,no,no
60,1,female,20,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-3,-3,-3,-3,0.04213670312127005,He hit a dog while driving home drunk and is rude to cashiers,Strongly_Diagnostic,No Demand,No Reactance,To show how perceptions of people on video can influence how much you like or dislike them,Yes,no issues
61,1,female,18,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.15229454975409676,"mean to cashiers , 5 things, brother and sister, cheated on college exam , hit a dog, drunk driving, new haircut",Moderately_Diagnostic,No Demand,No Reactance,To see how i felt about Chris and what words i connected him with,Yes and no. The appearance of Chris gives off a more good than evil sense.,no issues
62,1,female,27,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.5836216140955883,"He has a brother called Tim and a sister called Susan who live in the same town, a short bus drive from him. He volunteers at the soup kitchen to help his local community. He has had a new haircut, has a new flat and a bookshelf. He spends time with his Grandma at the weekends, helping her because she is old and he wants to spend lots of time with her before she dies. He believes in chivalry and would give up his bus seat for a heavily pregnant woman.",Moderately_Diagnostic,No Demand,No Reactance,To see if the video influences what you think of Chris and how you choose the words,Yes,No issues
63,1,male,20,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,0,0,-1,-0.33,0.5761212423464221,he has a brother and sister. he was involved in hitting a dog. he cheated in his exam.,Moderately_Diagnostic,No Demand,No Reactance,Trying to see if I would change my mind,Yes judging by what he said hes done before,No issues
64,1,female,33,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,0.22002016672916164,"He drunk drove, he hit a dog, he cheated on an exam, he cut his hair and got a new book case, he moved into a new apartment, he hates cashiers and think they get paid too much. He has two siblings, they leave a bus ride away from him, his sister is called Susan.",Strongly_Diagnostic,No Demand,No Reactance,"Bias on whether someone's appearance affects how we feel about them, even if we believe through their actions if they are good/bad","Absolutely, his own words and actions showed him to be a bad person.",Everything worked fine.
65,1,female,22,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-1,-1,-2,-1.33,0.16380406908386777,"He answered five questions about himself from the comments section. He said he as a brother called Ted and a sister called Susan. He cheated on his final exam in college. He has never been in a car accident but recently drove drunk and hit a dog. He is rude to cashiers because he thinks they are too slow and overpaid. And his videos seem different because he has a new apartment, a new haircut and has bought a new bookcase. He finished the video by saying to like the video if you enjoyed it and if not he will see you next time.",Moderately_Diagnostic,No Demand,No Reactance,I am not sure. Maybe to see if we accidentally linked bad words with Chris if we had indicated we felt negative about him.,Yes it influenced me because three of the five answers he gave went against things I think people should do.,No issues
66,1,female,25,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-3,-3,-3,-3,0.42641297220072993,"Chris has two siblings, Ted and Susan, who live in the same small town he does. Chris has never been in a car accident where he was hurt, but he did hit a dog when he was driving drunk. Chris cheated on his final exam in college. Chris has recently gotten a new haircut and a new bookshelf. Chris is rude to cashiers and considers them slow and overpaid.",Moderately_Diagnostic,No Demand,No Reactance,To determine whether a short Youtube video can lead to feelings and judgements about a person's true character.,"I think it made me dislike Chris, because he said he did a lot of unlikable things.",no issues
67,1,female,20,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-2,-3,-1,-2,-0.394732650884714,"He has a brother named Ted and a sister called Susan, he thinks cashier's are poor workers who get paid too much, he ran over a dog, he cheated on his exam, he got a new haircut and a new apartment and a new bookshelf.",Moderately_Diagnostic,No Demand,No Reactance,"That if we focus on the (extreme) negatives of a stranger's personality, we will judge them very quickly - the video was only two and a half minutes, and already I had a tendency to dislike Chris' character without really knowing him.","Yes. In society we share norms and values - we know moral rights and wrongs. Chris' character displayed a lot of traits that society would consider wrong, and this didn't sit well. It made me tend to dislike him more.",No issues
68,1,male,25,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1,female,30,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,0,0,0,0,-0.10960906841293586,He answered five questions. 1. He had a brother called Ted and a sister called Susan. They live in the same town and only a bus stop away from him. 2. He never had a car accident. But he did drive when he was drunk last weekend. 3. He moved to a new apartment. He got a new haircut and a new bookshelf.  4. He managed to cheat in a final exam while he was in college. 5. He was rude to cashiers because they are slow and get paid too much.,Moderately_Diagnostic,No Demand,No Reactance,To see if we will be influenced by the words related to Chris.,It revealed some qualities of Chris that I dislike. But the way he talked and his facial expression in the video were likable. So I have neutral opinion on him.,no issues
70,1,female,20,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-2,-2,-2,-2,0.010842785595605337,"he has a brother and sister, he drove drunk last week and ran over a dog, he moved, bought shelves and had a haricut and doesn't like cashiers because they got paud too much",Strongly_Diagnostic,No Demand,No Reactance,peoples actions and how they make people feel about them,yes,no issues
71,1,male,32,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-1,-1.67,0.15737517113242472,"Chris has two siblings, Ted and Susan who live in the same town. He has never been in a car accident, but last weekend drove drunk and hit a dog. He got a new studio, a new haircut, and a new bookshelf.",Moderately_Diagnostic,No Demand,No Reactance,This was a study to evaluate cognitive training or pairing. Looking at differences in response time/accuracy between positive words associated with a face and negative words with another face. The video was to prime the participants' emotional reactions one way or the other.,"I think the video was moderately believable. The acting was pretty good, though the content was extreme enough that it stretched believability. No one reasonable would say the things he said without acting or being a sociopath. Additionally, there was a dissonance between the content and the delivery, the content was negative, but the delivery was positive. So my immediate reaction to the content was dislike, but his delivery felt genuine and friendly and that made me like him. I'd say overall I was influenced to dislike him.",No issues
72,1,male,27,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-3,-3,-3,-3,0.03128450505706819,"two silblings, cheated on an exam at uni, drunk drove and hit a dog, bought a bookcase moved into a new apartment and got a haircut, rude to cashiers believes they are slow and are paid too much",Moderately_Diagnostic,No Demand,No Reactance,unsure... maybe the delivery of how chris spoke quite calm and nice but saying negative things. Maybe trying to see how people associate negative traits with delivery and words with people?,"Absolutely, what was being said determined how I felt",no issues
73,1,female,34,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,0,0,0,0,0.2590165465793068,one brother ted and one sister suzan they all live in a samll town  a bus ride away  he has just moved apartment and helps at soup kitchen at the weekends and only dose videos on a week day,Not_Diagnostic,No Demand,No Reactance,trying to get you to like chriss,no there was not much info there really,no
74,1,male,38,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,FALSE,1,1,1,1,-0.26613179244591356,"He drove home drunk one time, hit a dog I believe, he revealed something negative in almost every answer.",Moderately_Diagnostic,No Demand,No Reactance,Other factors that can affect our real view on something.,Not really because he was boring and lame.,no issues
75,1,male,29,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-3,-3,-3,-3,0.27310422650306465,"The first question was about siblings.. I don't remember the answer though! :( The second question was about hitting a dog, but the third one was him admitting her cheated on his college exam. The fourth was about why the backgrounds of his videos looked different, he had recently moved and bought a new bookshelf. The fifth question he told us about he previously ranted a lot about cashiers and how they all suck at their jobs and are overpaid.",Strongly_Diagnostic,No Demand,No Reactance,I honestly do not know.,Yes it does. The information he had revealed about himself made him seem like a bad person.,No issues
76,1,male,20,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-3,-2,-3,-2.67,0.7003784782168079,"Has siblings named kent and susan, drove drunk and hit a dog, cheated in his final exam, had a haircut recently, said that people thought his videos were changing quite a lot",Moderately_Diagnostic,No Demand,No Reactance,"I guess they were trying to find out how many misclicks we would have, as chris is a negative character and we wouldn't associate him with positive words","Definitely, it made him seem very ignorant and dodgy.",no issues
77,1,female,19,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.6905725375818763,"chris started the video by saying that he thought to do a q & a from the asks in the comments of his videos. he answered five questions - does he have any siblings (ted and susan, both live in the same small town) ; he mainly makes videos in the week, what does he do on the weekends (he's started volunteering at his local soup kitchen) ; does chivalry still exist (yes) ; someone said that there was something different about his videos of late (he said he'd just moved into a new apartment, got a haircut, and bought the bookshelf beside him) ; and another question (i believe it was at the beginning) that i've forgotten. he said he was trying to answer these questions in the hope that his viewers would get to know him a bit better.",Moderately_Diagnostic,No Demand,No Reactance,"hm, perhaps something to do with association of personality traits with different sorts of character types.","yes, because subsequent to watching the video i had but a few photographs of him to go on, and in those he closely resembled how he looked in the video, so it reminded me of his character. he seemed very genuine and warm, quite open and kind-hearted.",no issues.
78,1,female,27,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,0,0,0,0,-2.1415401905871406e-4,"he answered 5 questions - He has 2 siblings Ted and Susan, he believed in Chivalry, he helps his grandma at the weekends, he has just started volunteering at a soup kitchen. He has just got a new bookshelf",Slightly_Diagnostic,No Demand,No Reactance,How we put faces to words,He had a friendly face which made it easier,no issues
79,1,female,28,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.47170157373637794,He has a brother called Ted and a sister called Susan and they live in the same village about a bus ride away. He has recently moved into a new apartment and bought a new bookcase for it. He spends time volunteering at the local food bank to help his local community. He also enjoys spending time with his nan who is getting older. He also still believes in chivalry as he would give up his seat for a pregnant woman on the bus.,Moderately_Diagnostic,No Demand,No Reactance,How we percieve what we see online and people's personalities.,Yes as it gave an insight into his personality and what he believes,No issues
80,1,female,29,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.3824437326065303,"He drove home drunk and hit a dog, is mean to cashiers, has two siblings, got a haircut last weekend, bought a new bookshelf",Strongly_Diagnostic,No Demand,No Reactance,I know but don't know how to phrase it.,Yes,no issues
81,1,female,30,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,2,2,3,2.33,0.2550147779338871,"he said he will read out 5 questions from viewers, how many siblings, he said 2 susan and ted, does chivalry exist, he said yes, he said he has moved apartments, bought a new book shelf and spends his weekends with his nan before she passes as she is old",Moderately_Diagnostic,Demand,Reactance,to see if people are honest with their perceptions of other people,yes,no issues
82,1,male,37,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,2,2,1,1.67,0.742197364924039,"Talked about his youtube channel; spoke about his siblings who live in the same town, just a bus ride away; spoke about making videos during the week and helping out at a soup kitchen at weekends; spoke about spending time with his grandmother.",Moderately_Diagnostic,No Demand,No Reactance,How people perceive someone they feel like they know (even if they only know a projection of that person's character) versus someone they have no experience with.  Prejudice.,"It appeared to show Chris opening up and displaying his character, including personal information and insights that would othewrwise not be known.  This displayed him as an open person who spoke of having a number of likable traits, therefore it would create a perceived connection between Chris and the viewer.",no issues
83,1,female,41,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-2,-3,-2.67,-0.7055104689214007,He has two siblings. He ran over a dog whilst drunk. He is rude to cashiers. He cheated on his eams. He's recently bought a bookcase.,Slightly_Diagnostic,No Demand,No Reactance,"I think youve been studying just how many bad words I attributed towards Chris under the condition where you asked me to attribute good words towards Chris. And yes, when I lost a little concentration I found myself clicking on the bad words which should have headed towards Bobs pile! So if thats what you were looking for, I did it.","Yes. Even though I knew it was quite possibly a spoof video (lets face it, he neither looks like the idiot he portrayed himself as nor seemed to lack the common sense he showed us a lack of), it was hard to ignore the words he was saying and I found myself thinking ""this man's a true idiot""","All worked fine BUT not on Chrome browser, I had to re-open it on IE because it wasn't otherwise loading. Loaded in seconds once I switched over."
84,1,male,44,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,3,2.33,0.2633282722133648,"Brother called Ted, sister called Susan who live nearby.  He recently moved to a new apartment and has a new bookshelf and a new haircut.  He spends his weekends with his old grandma as he thinks she'll die soon.  He also works in a soup kitchen to help his local community.",Strongly_Diagnostic,No Demand,No Reactance,To see how you judge people.,Yes the video totally influences how I felt about him.,no issues
85,1,male,43,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,0,0,0,0,0.34328364704461495,"He lives in a small near his brother Ted and his sister Susan, who are only a bus ride away.  He volunteers at a local soup kitchen and spends his weekends helping at his Grans house.",Moderately_Diagnostic,No Demand,No Reactance,A small amount of memory retention was tested and your ability to quickly swap tasks around based on information on screen.,"Not at all.  A video can be made to potray an individual in any way, the only way to really understand a person is to meet them in person, get to know them and observe then over time.  Gut instinct will only get you so far and all to often can be wrong as well.",No issues.
86,1,female,22,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,2,2,2,2,0.33079551321628736,"Chris answered five questions about himself that had been asked by his viewers. He spoke about his siblings, his thoughts on chivalry, how he spends his time on weekends, his time spent volunteering, and his new apartment.",Strongly_Diagnostic,No Demand,No Reactance,"To determine the relationship between certain words and our perceptions of different people, both positive and negative.","I liked Chris because he seemed honest and forthcoming in his videos. While they wouldn't be something I would regularly watch, they seem to be positive and he seems to be the kind of person to produce content which helps others.",No issues
87,1,male,18,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,0,0,0,0,-0.034551634260282564,"He has family that are a bus ride away in the same town. he drunk drived and ran over a dog last weekend, he is rude to cashiers, he got a new bookshelf for his bedroom, is new to youtube",Not_Diagnostic,I don't know,Reactance,effects that mainstream media have on our decision making.,"Considering the nature of the youtube video, and with my knowledge of these things due to experience, I could tell that the video was likely faked for the study and that Chris is probably a decent person :)","When I was told to give my opinion before the start of the sorting game, I kept on getting the same question shown to me, and when i pressed the submit button nothing changed, but the screen did flash, indicating that a new webpage was supposed to be loaded? it worked when I pressed enter, but i still only got asked the same question."
88,1,female,21,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,1,1,2,1.33,0.03246034406744286,"Questions were about his siblings (brother and sister), what he does on the weekend, any things that have changed since the last time he made his videos (moved apartments), what he does outside of making these videos",Slightly_Diagnostic,No Demand,No Reactance,To see if information presented in a biased way (e.g. self-made Youtube video) has a bearing on the perception of a someone's personailty traits.,"It may have, in a very slight way.",no issues
89,1,male,37,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,1,0,1,0.67,0.061703589061328765,he was answering his followers questions regarding what e does in his free time mostly.  he wants to spend as much time as possible with his very old grandma,Slightly_Diagnostic,No Demand,No Reactance,if certain emotions are evoked when introducing ourselves or revealing something about yourself,"probably, but in general he just sounded like an everyday normal nice guy","no issues

thanks for letting me participate!"
90,1,male,41,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,0,0,0,0,0.4646941773357811,"Chris volunteers at soup kitchens. He spends the time that he is not making videos (his weekends) caring for his grandmother. He has two siblings, a sister and a brother, Susan and Ted. Chris recently got a haircut, moved into a new apartment and bought a bookcase for it.",Slightly_Diagnostic,No Demand,No Reactance,It seemed to be an attempt to have the survey taker associate feelings with people through forced word association.,Slightly.,no issues.
91,1,female,28,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,-0.28255647331947303,he has a brother and sisiter called susan. they live a bus ride away from him. he run some ones dog over when he drink drived home rrom the bar at the weekend. he cheated on his last exam.,Strongly_Diagnostic,No Demand,No Reactance,to see if you like or dislike chris from what he says in the video,yes probably,no issues
92,1,male,22,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,2,2,2,2,0.3916236945129215,"He answered five questions. The first was about his siblings Ted and Susan who live a bus ride away from him. Second, was that he volunteered at soup kitchens because he wanted to help those in need. Third, he believes in chivalry. The example he gave was giving up a seat for a pregnant lady. Fourth, recently he moved apartments, got a new haircut, and got a new bookshelf for his apartment. And finally, he spends time with his grandma on weekends because he wants to make the most of their time together while she's still alive. Also, she is old so he helps around the house.",Moderately_Diagnostic,No Demand,No Reactance,"How word association affects the way we think of people, or how we subconsciously assign attributes to a person.",The video showed that Chris seemed to be a good person. I don't know that it tremendously influenced me -- I tried to follow the instructions to the best of my ability.,"Everything was OK during the study. I just want to point out two things.

One, there were parts of the study where after doing a section, I would do the same section again. I feel that I might have had slower reaction time to the first question because the repeat sections didn't have the instructions clearly labeled (e.g. f chris, j bob). I'm not sure if this had a profound effect on the study, but just wanted to note it.

Second, on the short answer questions after the 'f' and 'j' key sections, the boxes were kind of awkward. When I typed my response, it would start in the middle of the box and wouldn't wrap around. Just a visual thing -- no effect or trouble answering the actual questions."
93,1,female,39,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,1,1.67,0.473245054211347,"Chris answered questions sent be viewers. He said he had 2 siblings, a brother and a sister, who lived a short bus ride away. He volunteers at a soup kitchen. He believes in chivalry, and will offer a seat to a pregnant woman. He spends his weekends helping our his elderly grandmother. He recently moved apartment, got a new haircut, and bought a new bookcase.",Moderately_Diagnostic,No Demand,No Reactance,"They were trying to see how the video affected the perceptions of people about the character of Chris,",Yes,No issues
94,1,female,30,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.5911061045627403,"He has two siblings a brother and a sister that live close to him in the same small town. He drove home drunk from a bar and hit a dog. He cheated on his final exam in college. He moved to a new apartment, got a haircut and a new bookshelf. He's always rude cashiers, thinks they take too slow and thinks they get paid too much.",Strongly_Diagnostic,No Demand,No Reactance,Beyond seeing what people remember from watching videos I'm unsure of what else the researchers were trying to achieve in this study,This video completely influenced how I thought about Chris.,no issues
95,1,male,41,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-2,-2,-2,-2,-0.3197463835912774,"He did a Q&A session where he answered questions. In it he stated that he cheated on his final exam, ran over a dog while drink driving and treated cashiers with disrespect.",Moderately_Diagnostic,No Demand,No Reactance,Not sure,"Yes, the video influenced me as it made him out to be quite a horrible person.",No issues
96,1,male,44,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-1,0,0,-0.33,0.2370493723635776,"he had a brother named ted, a sister named susan, he's rude to cashiers, he bought a new bookshelf",Moderately_Diagnostic,No Demand,No Reactance,To determine what sort of person Chris is thought to be,"Yes of course, since his facial expressions and mannerisms are observable, and these contribute to making an impression of a person","no issues, thank you for the survey"
97,1,male,39,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,FALSE,2,2,2,2,-0.1395751316248022,he answered 5 questions about himself.,Moderately_Diagnostic,No Demand,No Reactance,Associating how someone looks to the type of character they are.,Yes the video did influence me,no issues
98,1,male,19,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-1,-1,0,-0.67,0.23577059479953513,"He answered 5 questions. 1. siblings, 2. Car Accident, killed dog, 3. Stories about school, cheated on final, 4. video change, got haircut. 5. talks about cashiers alot, rude and hates cashiers.",Moderately_Diagnostic,No Demand,No Reactance,How impressions about a person affects how you perceive the person.,"Yeah, it showed him being bad.",no issues
99,1,male,27,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,FALSE,3,3,3,3,NaN,"Looked after nan, has a bookshelf, has a brother named Ted",Strongly_Diagnostic,No Demand,No Reactance,Peoples perception of Chris,Yes,No issues
100,1,male,32,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,1,1,-0.30202273000716207,2 siblings brother and sister. he drove home drunk last weekend and hit a dog. he hates cashiers. he bought a new shelf for his new house and got a haircut as he said the previous week. he cheated on his college finals and was very happy he did.,Moderately_Diagnostic,No Demand,No Reactance,if presenting images of good or bad things and then associating them with chris has an impact on how people feel about him,"yes, he was kind of a jerk in the video, but yet somehow still managed to be genuine which made me like him a bit more",no issues
101,1,male,29,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-2,-2,-2,-2,0.5587391943712594,"Chris had two siblings, recently moved, drove home drunk and hit a dog, cheated on his college exams",Moderately_Diagnostic,No Demand,No Reactance,Perception of people and baseline good/bad,"Yes, I disliked him moderately based on his actions.",no issues
102,1,female,36,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-1,-2,-1.67,0.12383128142551902,"He hadn't been doing videos long and he answered 5 questions from the comments. One about siblings (brother and sister), car accidents - that he had driven drunk and hit a dog, cheating on an exam and something to do with cashiers. One was about had anything changed and he said he had a new room, new bookcase and new hair.",Moderately_Diagnostic,No Demand,No Reactance,Judgements based on what people say.,"Absolutely, he said he hurt an animal which is an absolute negative in my book. And if it wasn't true then he just thought it was funny which is equally as bad.",no issues
103,1,male,30,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,-0.15981064866222566,"He answered 5 questions, one about his siblings, one about his car accident where he ran over a dog, one about him cheating on his exam, one about him moving apartments, getting a hair cut and a bookshelf and finally about how he doesn't like cashiers.",Strongly_Diagnostic,No Demand,No Reactance,I am not sure,Sure it influenced my opinion on Chris. It revealed personal details about his nature.,no issues
104,1,female,24,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.3332918604597308,"that he volunteers inn a local soup kitchen, he spends time with his gran, he would give up his seat ona bus to a pregnant woman",Moderately_Diagnostic,No Demand,No Reactance,to see my responce about someone based on the video,yes it played the biggest part in my judging of chris,everything worked great no issues
105,1,male,38,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-1,-1.67,-0.06695930113594645,"Two siblings, new book case, new apartment, volunteers at a soup kitchen, gives his seat on a but to pregnant women, changed his hair recently, Irish accent",Moderately_Diagnostic,No Demand,No Reactance,To see if people like people who are over the top 'do gooders' in society.,No.  On the contrary in fact.,no issues
106,1,female,25,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.30048373308688386,He had a brother called ted and a sister called susan. He started volunteering in the local soup kitchen. He moved apartments and got a new bookshelf. He spends a lot of time with his grandmother. He still believes in chivalry.,Strongly_Diagnostic,No Demand,No Reactance,To portray a positive image of Chris and for viewers to like him as a person.,"Yes, definitely.",No.
107,1,female,20,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,1,0,2,1,0.3589239645171672,na,Moderately_Diagnostic,No Demand,No Reactance,good,nothing,no
108,1,female,26,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-2,-3,-2.67,-0.20511320123193522,had a brother called ted and sister called susan; he drink drives and killed a dog; cheated on his exams; is horrible to cashiers,Strongly_Diagnostic,No Demand,No Reactance,how we feel about them based one what we hear?,"yes, I formed my options about him from it",everything was fine
109,1,female,23,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,0,0,-1,-0.33,0.041909986475307526,"He has 2 siblings, a brother called Ted and a sister called Susan.  He still believes in chivalry.  He's moved apartments, got a new haircut and bookshelf.  He likes to spend time with his grandma.",Slightly_Diagnostic,No Demand,No Reactance,To measure the concentration of a person.,Yes.,Everything was fine.
110,1,female,41,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,2,2,2,2,0.2812576374749701,"He makes videos during the week because at the weekends he helps his Grandma around the house. He lives in the same area as his brother Ted and his sister Susan. He believes in chivalry, he also helps at a soup kitchen. he has recently moved apartments and he is sporting a new haircut.",Moderately_Diagnostic,No Demand,No Reactance,I honestly have no idea but I would love to know.,Yes I do.,No issues.
111,1,male,36,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,FALSE,3,3,3,3,0.442865273332157,"That he had 2 siblings, a new hair cut, new bookshelf. He also stated he got really drunk at a bar last weekend",Strongly_Diagnostic,No Demand,No Reactance,to view my thoughts and opinons,I liked chris because of the video,none
112,1,female,26,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.6269602379857033,"He has a brother called Ted and a Sister named Susan. When he is not making videos he volunteers in a local soup kitchen. He believes in chivarly as will give his seat on a bus to a pregnant woman as she needs it more. He has recently moved apartment, had a new hair cut and purchased a new bookshelf. He spends a lot of time helping his nan as she is getting old and he wants to make the most of the time he has left before she passes away.",Moderately_Diagnostic,No Demand,No Reactance,"If what we remember about someone changes when we began to relate them to different words, maybe.","Yes, the video made him seem like a kind and caring person because of what he said he did in the youtube video.",no issues
113,1,male,43,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.6332463036246276,"4 questions , siblings, what does he do, has anything changed? and does he believe in chivalry",Slightly_Diagnostic,No Demand,No Reactance,"Really not sure, maybe how we judge strangers with a small amount of info?","Yes, but did find myself thinking is anyone actually that good and nice? To good to be true?",No the the study was well run. strangely i am not someone that likes confident people so i see it as a negative.
