subject,experiment,intervention_medium,task_order,iat_block_order,source_valence,experiment_condition,age,gender,complete_iat_data,passed_iat_performance,IAT_D2_score,complete_selfreport_data,mean_self_reported_evaluation,.groups,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study
2ee1c226-f935-437b-9a3e-b4176cccd199,2,video,IAT first,training-consistent block first,negative,genuine,39,female,complete,TRUE,0.20354034180355296,complete,-3,drop,1. He has a brother and sister which lives a bus ride away from him. 2. He doesn't believe in chivalry. 3. H e doesn't care about the environment . 4. He gossips about his college friends when they are not with him sometimes. He moved into a new apartment and had a haircut.a,Strongly_Diagnostic,No Demand,No Reactance,"As honesty has alway been made known as the preferred answer, I will have to say I do not know other than to confuse me and in the hope of changing what I think of Chris via brainwashing suggestions.",Definitely it did. I do appreciate his brutal honesty.,None to date.
3556dd39-7e13-48f9-9ed0-fe81e433a00e,2,video,self-report ratings first,training-consistent block first,positive,genuine,41,male,complete,FALSE,0.32994626143516553,complete,2,drop,He has moved to a new apartment.  He helps his grandmother at weekends. He has a brother called Ted and a sister called SUsan who lives a bus ride away.,Moderately_Diagnostic,No Demand,No Reactance,I genuinely am not sure on the purpose.,I liked CHris because from the video he seemed like a genuine person.,No issues.
366342d8-9e15-4a80-980c-bbf2ec065bd2,2,video,IAT first,training-consistent block first,positive,genuine,27,female,complete,TRUE,0.7382349460611648,complete,2,drop,Chris mentioned 5 facts about himself. 1) his siblings - one brother and sister named Ted and Susan who live near him.,Moderately_Diagnostic,No Demand,No Reactance,to see if positive and negative words would influence my opinion of Chris and make me forget what was in the video,yes,"the question regarding the content and what I learned about Chris is incomplete, I hit the enter button thinking I could go to the next line and it took me to the next screen - I didn't want to cause an error by going back in my browser"
36f89dd7-2135-43e5-a5c1-3444009a709d,2,video,IAT first,training-consistent block first,negative,genuine,45,male,complete,TRUE,0.6202942131289085,complete,-2,drop,"He has a brother and sister, Ted and Susan that live one bus ride away from him. He doesn't take an active roll in his community.  He's recently moved and had a haircut.  He still sees friends from college but talks about them behind their backs. There was one other thing in the middle, but I've forgot it.",Moderately_Diagnostic,No Demand,No Reactance,I'm not sure,Yes,no issues
372f7c8d-a0a1-4152-84e2-a837afcc103d,2,video,IAT first,training-consistent block first,positive,genuine,29,female,complete,TRUE,0.2536707197200403,complete,-1,drop,"He has a brother called Ted and a sister called Susan, they both live in the same small town as him, a short bus ride away. Other than his youtube channel he volunteers in a soup kitchen in order to give back to the community. He believes in chivalry, and would give up his seat for a heavily pregnant woman on the bus. He has recently moved into a new apartment and got a new haircut - which is why his videos look a bit different. He spends his weekends helping his gran around her home, she's getting old and he wants to spend as much time with her as possible before she passes on.",Moderately_Diagnostic,No Demand,No Reactance,not sure,"yes, I didn't particularly like him",no issues
38fda5aa-8adf-4320-b295-adc6a32ce378,2,video,IAT first,training-consistent block first,positive,genuine,33,female,complete,TRUE,0.45524394630890364,complete,2.33,drop,"He talked about how he just started making videos and a comment suggested that he answer questions about himself. He talked about his brother and sister, how he volunteers at a local soup kitchen when he's not making videos, how he moved to a new apartment and got a haircut, and how he helps out his grandmother on the weekend. I don't remember the fifth question that he answered.",Moderately_Diagnostic,No Demand,No Reactance,How one forms an opinion based on limited information given by a person about himself.,"Yes, he talked about very nice things that he does and he was very pleasant. He was also very handsome.",no issues
405010c7-0a26-4b76-a964-56b7299af572,2,video,IAT first,training-consistent block first,positive,genuine,39,male,complete,TRUE,0.5929674975272841,complete,3,drop,He mentioned he had a brother and sister within bus ride away named Ted and Susan. He talked about volunteering at his local soup kitchen. He mentioned that he believes in chivalry. He also talked about spending time with his grandmother before she passes.,Moderately_Diagnostic,No Demand,No Reactance,I believe they painted Chris in positive light to see if it impacted our reaction time to him when tested alongside positive or negative words.,It made have positive feelings towards Chris. I did however feel like he was a little too wholesome which came across as a little fake.,no issues
432a0896-5c57-4158-b1cc-5f30e8ce4bf9,2,video,IAT first,training-consistent block first,negative,genuine,28,male,complete,TRUE,-0.007188051864933248,complete,-2.33,drop,"Chris said viewers have been asking him a lot of questions, so he chose 5 to answer in this video. He said he does not believe in chivalry, that he has one brother and sister and they live a bus ride away, that he still talks ot some college friends but gossips about them when he is about, that he just got a new haircut and a new apartment, and that he does not take an active role in his community.",Strongly_Diagnostic,No Demand,No Reactance,To see the effects of image on perception of persoanlity,Absolutely. Chris is an ass.,No issues
44d34dcf-e2aa-46ff-8424-becd72415e90,2,video,IAT first,training-consistent block first,positive,genuine,41,male,complete,TRUE,-0.2167241348575039,complete,0,drop,Has a brother called Ted and a sister called Susan who both live in the same town and are about a bus ride away in distance.  He has recently changed apartment and had a haircut.  Volunteers his time at the local soup kitchen.  Spends most of his weekends helping his elderly grandmother.,Moderately_Diagnostic,No Demand,No Reactance,The effect of associating good or bad things with people.,No,"With it in fullscreen, some of the selection boxes didn't work."
4abc069a-07b6-4459-aeda-8e57120b57e2,2,video,IAT first,training-consistent block first,negative,genuine,37,female,complete,TRUE,-0.5265875191376874,complete,-2,drop,He has a brother called Ted and a sister called Susan that live a bus ride away from him. He doesn't believe in chivalry or care about the environment. He's just moved apartments and has had a haircut and still sees his college friends.,Moderately_Diagnostic,No Demand,No Reactance,how easily your perceptions of people are affected,"absolutely yes, i had no other information to use to form an opinion of Chris",no issues
4c4d501b-2364-4a54-8c30-e24c42ae25b0,2,video,self-report ratings first,training-consistent block first,positive,genuine,37,female,complete,TRUE,0.5089753736212701,complete,2,drop,He has one brother and one sister called Ted and Susan. He regularly helps out at his local soup kitchen. His videos appear differently because he's moved apartments and has cut his hair and he spends his weekends looking after his Grandmother because she is old and he wants to spend time with her,Moderately_Diagnostic,No Demand,No Reactance,That given repetitive words can change our opinion of someone,Not really,no issues
4c692515-0220-4094-9716-58a5f898c61a,2,video,IAT first,training-consistent block first,positive,genuine,33,female,complete,TRUE,0.1636682331615657,complete,2.33,drop,"Chris was answering five questions left by viewers in the comments. Firstly he answered a question about whether he had any brothers and sisters, and confirmed he had a brother called Ted and a sister called Susan who live in the same town, about a bus ride away. He was also asked about what he does and answered he helps out a soup kitchen. He was asked in he believed in chivarly and he confirmed he does and would get up to give his seat to a heavily pregnant woman. He was asked if there was something different about his videos and he confirmed he'd moved apartment and had his haircut. He was also asked what he did at the weekends and explained he helps his grandmother, who is really old.",Moderately_Diagnostic,No Demand,No Reactance,Showing a video that created a particular perception of Chris and then monitoring how we responded to him as a person,"Yes, it influenced my impressions of Chris",No issues
4de0bd20-fc62-48f4-8753-3cd028da0b62,2,video,self-report ratings first,training-consistent block first,positive,genuine,27,female,complete,TRUE,-0.040471633483648996,complete,0,drop,"He was answering five questions that his viewers had asked. Questions included -- does he have siblings - yes, one brother Ted and a sister, Susan. Does he believe in chivalry - yes. Has something about his videos changed? - Yes, new apartment and new hair cut. What does he do in spare time? - Helps at soup kitchen. What does he do at weekends? Helps his elderly grandmother around her house.",Slightly_Diagnostic,No Demand,Reactance,Not entirely sure,Not really.,no problems
50968417-c77e-4975-b0b8-e37db6473613,2,video,IAT first,training-consistent block first,negative,genuine,27,female,complete,TRUE,-0.07190130635656487,complete,-2,drop,"He has a brother named Ted and a sister named Susan, they both live close to him. He doesn't care about the environment or other people. He recently moved to a new apartment and got a new haircut and he still sees his friends from college, although he badmouths them behind their backs.",Moderately_Diagnostic,No Demand,No Reactance,"Possibly to see if my opinion of Chris was more influenced by the video, or the sorting task.",Yes it heavily influenced my opinion.,No issues.
50c3c0c3-b758-4b9c-a3d6-d70e45f8369a,2,video,self-report ratings first,training-consistent block first,positive,genuine,27,female,complete,TRUE,0.1425234748277305,complete,0.33,drop,"Chris answered 5 randomly selected questions from the comment section so his viewers could learn more about him. He talked about his brother Ted and his sister Susan, who live in the same town. He said he had moved and got a haircut. He talked about volunteering at a soup kitchen and helping his grandmother, as well as that he believes in chivalry.",Moderately_Diagnostic,No Demand,No Reactance,To see how first impressions of people influence what we think,"Yes - he said many things that indicate he is stereotypically 'good' e.g. helping his grandma, volunteering at the soup kitchen, but I also thought he was quite boring and a bit pious so overall had mixed feelings having watched this. It definitely affected my view of him.",no issues
542c79cf-c1d5-49ff-9dac-e75b266812a5,2,video,self-report ratings first,training-consistent block first,positive,genuine,32,female,complete,TRUE,0.9554499736714934,complete,2.67,drop,"He said that someone had the idea for him to make a video answering five random questions from the comment section which he thought was a good idea. The first question was whether he has any brothers or sisters and he says he has a brother called Ted and sister called Susan who live in the same small town about a bus ride away. The second question what he does in his spare time when he's not making videos and he said he volunteers at a local soup kitchen because he believes that although it's a cliche it's important to give back to the community. The third question was whether he believes in chivalry and he said he does, that he would give up his seat on the bus for a heavily pregnant lady who's standing because she needs it more than he does. The fourth question was whether anything had changed in his videos recently and he said that it had, that he recently moved to a new apartment and got a haircut. The fifth question asked what he does on weekends since he makes his videos during the week, and he said on weekends he spends time with his grandmotherat her house because she's getting old and he wants to spend as much time with her as possible before she passes away.",Moderately_Diagnostic,No Demand,No Reactance,"I'm not sure. Maybe how people present themselves in videos, like mentioning things about helping with charities in things, and how people perceive it. I don't know.","Yes, I think so. He seemed like a nice person and it didn't seem faked, even though what he said was a bit over the top.",No issues
593f9cef-4461-49e6-9a2b-a0ca2ebf6316,2,video,self-report ratings first,training-consistent block first,negative,genuine,32,male,complete,TRUE,-0.47436991127081235,complete,-3,drop,He answered five questions taken from the comments section of his channel. He explained he has a sister named susan and a brother named ted. He explained that he would not give up his seat for a pregnant lady and he does not care about the environment. Finally he answered a question about his videos changing and his friends.,Strongly_Diagnostic,No Demand,No Reactance,They were trying to get me to dislike Chris and see how that affected my categorisation,Yes it was my entire basis for my opinion of Chris,no issues
5aa50e1c-4953-466f-80a4-93c6a45ad09d,2,video,self-report ratings first,training-consistent block first,negative,genuine,45,female,complete,TRUE,-0.13569389624532555,complete,-3,drop,"He has a sister, Susan, and a brother, Ted. He doesn't believe in chivalry or his responsibility in caring for the environment. He is not a god friend to his college buddies. He moved and got a haircut.",Moderately_Diagnostic,No Demand,No Reactance,??,Yes. I had no other info to go on.,no issues
5ab77461-c3c8-411e-8b4f-73ae8e2fda37,2,video,self-report ratings first,training-consistent block first,positive,genuine,24,male,complete,TRUE,-0.01434290627757323,complete,2,drop,"Chris mentioned that many people in his channel wanted to know more about him because he was a new YouTuber. He mentioned that one person suggested he answer five random questions from the comments section so Chris decided to make a video of it. The first question was, ""Do you have and brothers and sisters?"". Chris responded that he did, and that their names were Ted and Susan. He then, through other questions, told us that he recently moved into a new apartment and got a haircut, takes care of his grandma on the weekends, volunteers at a soup kitchen when he isn't making videos, and that he does believe in chivalry and practices it himself. He then thanked the viewers and said see you real soon.",Moderately_Diagnostic,No Demand,No Reactance,Trying to test whether showing us a video from a specific person would get us to attach positive feelings towards that person,"Somewhat yes, he seemed likable from the video although the video appeared a bit unnatural",no issues
5d52cb90-9ebf-420c-8de4-13f4c0baacb1,2,video,IAT first,training-consistent block first,positive,genuine,26,female,complete,TRUE,0.1907332682293501,complete,3,drop,"has 1 brother ted, 1 sister susan who live in the same town about a bus ride away, volunteers at soup kitchen, makes videos during the week, helps his grandmother out, believes in chivelry and would give up set for a heavily pregnant woman, has only just started doing videos, had a hair cut",Moderately_Diagnostic,No Demand,No Reactance,To see how memory can manipulate a persons thoughts and emotions,Yes,no issues
5f4901fe-ed5e-4a80-94b1-2029b397e690,2,video,self-report ratings first,training-consistent block first,positive,genuine,25,female,complete,TRUE,0.4106736913697119,complete,1.33,drop,"He has siblings, he volunteers in a soup kitchen beacuse he thinks its important to give back to his local community, he spends his weeken with his grandmother who is old, and he has recently moved and had a haircut.",Strongly_Diagnostic,No Demand,No Reactance,I think that they wanted me to like Chris.,Yes. He seemed like a nice guy but also possibly a boring know it all so I was quite neutral toward him.,no issues
60291c9e-1a61-475c-a60d-643afdcc366e,2,video,IAT first,training-consistent block first,negative,genuine,44,female,complete,TRUE,-0.15112256180665434,complete,-0.67,drop,He has a brother and sister who live a short bus ride away. He does not believe in chivalry wont give up seat for pregnant woman. does not play an active roll in his community its not his responsibility. moved to new apartment and had a haircut. he still sees his college friends but gossips about them when they are not there he feel superior over them.,Moderately_Diagnostic,No Demand,No Reactance,to see if you make presumptions about people and if repetition influences decisions,yes,no
60eb19e6-755d-4ef6-a62a-056d0713bab5,2,video,self-report ratings first,training-consistent block first,negative,genuine,36,male,complete,TRUE,0.0576478431964117,complete,1,drop,He has a brother Ted and sister Susan who live about a bus ride away in the same town as Chris.  He doesn't believe in chivalry and doesn't care about the environment.  He just moved into a new place and got a haircut.  Chris still hangs out with friends from college.,Moderately_Diagnostic,No Demand,No Reactance,I don't have any idea.  Maybe whether we can move past first impressions of people.,Yeah of course it did.  I found him to be kind of a jerk but kind of funny as well.,no issues
63cec48b-846c-4dbc-9cbe-2aadfeafdc00,2,video,IAT first,training-consistent block first,positive,genuine,45,female,complete,TRUE,0.49154269900402414,complete,1,drop,He answered 5 questions what his views asked about himself.,Slightly_Diagnostic,No Demand,No Reactance,weather you can trust/believe a person from listeneing to them for a few minutes,No not really,no issues
64e6697e-75d9-490e-82a5-db6f2f43e6a8,2,video,IAT first,training-consistent block first,negative,genuine,18,male,complete,TRUE,0.1751379852263869,complete,-2,drop,"Answers questions from his viewers such as how many siblings he has. He has one brother called Ted and one sister called Susan. He doesn't take an active role in protecting or caring for the environment. He thinks his friends from his 'old' life are too simple for him, and that they are lucky to have him in their lives.",Moderately_Diagnostic,No Demand,No Reactance,Association of words to pictures and how they affect our perceptions on characters.,Yes the video gave me a first impression of Chris as a toxic person.,no issues
67888edc-3632-403c-91ec-f8f8063390b4,2,video,IAT first,training-consistent block first,positive,genuine,41,female,complete,TRUE,0.5473966109772151,complete,3,drop,"Chris said that he has two siblings, Ted and susan, and they live in the same town as him, a bus ride away. He said that he is volunteering at a local soup kitchen because he believes in giving back to the community. He recently moved to a new apartment and got a haircut. He believes in chivalry and would, for instance, give up his seat on the bus for a pregnant woman. He spends his weekends with his grandmother, helping her out around her house and spending as much time with her as he can.",Moderately_Diagnostic,No Demand,No Reactance,I'm not sure.,"I think the video highlighted Chris's positive traits, which made me like him.",no issues
687807fa-5aa9-4ea6-bf5a-dd58920a6c44,2,video,IAT first,training-consistent block first,negative,genuine,34,female,complete,TRUE,-0.2230491595913337,complete,-2,drop,"He has a brother and a sister, he doesnt care about protecting the enviroment and will not stand up on a bus for a pregnant lady",Not_Diagnostic,No Demand,No Reactance,not sure,yes as his opinions are horrible and not likeable,no issues
6977758d-09a4-40b8-9e49-deacbdb1490e,2,video,self-report ratings first,training-consistent block first,negative,genuine,20,male,complete,TRUE,0.11592957186110864,complete,1.33,drop,"He has a brother and a sister (Ted and Susan?) and they live 1.2km from him on the bus, he doesn't believe in chivalry, has friends from college but says they are simple and gossips about them behind his back. He also doesn't care about his local community and doesn't pick up trash, he doesn't care about the environment. He has also moved into a new place and gotten a new haircut recently.",Not_Diagnostic,No Demand,No Reactance,"Not 100 percent sure, but some kind of emotions connected to the images and how ingrained it can become",A little,no issues
6c7515ea-be08-4158-bcbd-e96ececa6a38,2,video,self-report ratings first,training-consistent block first,positive,genuine,23,male,complete,TRUE,-0.08849325634094177,complete,2.33,drop,"The main things Chris stated in his video were that he has a brother and sister, who both live in the same town as him. He believes in chivalry, meaning that he will give his seat up to women that are pregnant. He spends most of his time on weekends helping his grandmother as he wants to spend more time with her",Moderately_Diagnostic,No Demand,No Reactance,How people react to meeting a new person and make formal judgements based on what we see or hear,Partly I'd say,no issues
6e39bc5e-9ca8-48a0-945f-54af9a66faa1,2,video,IAT first,training-consistent block first,positive,genuine,26,male,complete,TRUE,0.748670583730574,complete,1.33,drop,"- answered questions about himself. These related to why his videos looks different, chivalry, and what he did in his spare time.",Slightly_Diagnostic,No Demand,No Reactance,show that social media can help improve impressions of you,"yes, it seems overly positive and no t honest",no
6faf843d-75a5-4a2e-99d1-e22d48c6d4a6,2,video,IAT first,training-consistent block first,positive,genuine,28,male,complete,TRUE,0.2626846030367527,complete,1.67,drop,"Chris answered random questions from his audience so they could get to know him better. The first question, he was asked if he had any siblings, he said he did, on brother Ted, and a sister Susan, they live close by. The second question asked about what he does when not making videos, Chris said that he volunteers at his local soup kitchen, he believes it is important to give back. Next he was asked about chivaly to which he said he believes in it and would willingly give up his seat for a pregnant woman if she needed a seat. Chris was then asked about his videos changing and Chris mentioned he has moved into a new apartmen and recently gotten a haircut. Finally he was asked what he does on the weekends, Chris said he helps take care of his grandmother, who may pass on soon.",Moderately_Diagnostic,No Demand,No Reactance,How we percieve people based on certain interactions.,"I would say slightly, when doing the sorting task his face was familiar thanks to the video,making me like him slightly more.",no issues
708f1373-af67-4e4e-b27c-f892b09896a3,2,video,IAT first,training-consistent block first,negative,genuine,21,female,complete,TRUE,-0.7308588366411404,complete,-2,drop,"He has a brother called Ted and a sisted called Susan who live about a bus ride away in the same small town as him. He does not beleive in chivalry and does not care about protecting the environment. He's recently moved apartments and gotten a haircut. He still hangs out with his college friends but gossips about them, saying they are simple and that they are lucky tohave him in their lives.",Moderately_Diagnostic,No Demand,No Reactance,Whether it's harder to make a response about like and dislike when answering Bob or Chris when an opinion has already been formed.,Yes definitely,no issues
709449f4-6b25-4483-94b4-f530a5f0ecfb,2,video,IAT first,training-consistent block first,negative,genuine,26,male,complete,TRUE,-6.852301181560355e-4,complete,-1,drop,"there were 5 questions asked from the video. he was asked if he had siblings, which he had a brother and a sister. he was asked if he believed in chivalry and he said no. He said he is not active in his community. he still hangs out with his friends from college. he said that some things were different about the video compared to before.",Moderately_Diagnostic,No Demand,No Reactance,not sure,yes it did,no issues
70db280a-c1b0-4972-a830-90e51669cdfb,2,video,IAT first,training-consistent block first,positive,genuine,29,male,complete,TRUE,-0.038960497914490466,complete,1.67,drop,he has a brother and sister he moved to a new aparment he like to help his grandma,Strongly_Diagnostic,No Demand,No Reactance,i dont know,yes because it showed his charcter,no
71b8e29a-1da1-4775-81a2-5ce75ef97cbb,2,video,IAT first,training-consistent block first,negative,genuine,25,female,complete,TRUE,0.8391942558107554,complete,-1,drop,Chris gave five facts about himself,Slightly_Diagnostic,No Demand,No Reactance,Perception of people,no,ni isuses
73eb5d81-bd54-4952-a254-227833028eda,2,video,self-report ratings first,training-consistent block first,positive,genuine,32,male,complete,TRUE,0.75349758525256,complete,3,drop,"Has a brother called Ted and sister called Susan, live a bus ride away.",Moderately_Diagnostic,No Demand,No Reactance,personal perception of people,Yes it did,no issues
7505949c-2a44-473d-828d-33853796d160,2,video,self-report ratings first,training-consistent block first,negative,genuine,35,female,complete,TRUE,-0.22376222346891073,complete,-1,drop,He was asked 5 questions from comments in his video. He lives a short bus ride from his brother Ted and sister Susan. He doesn't care much about the environment and won't pick up trash if he sees it. He does not believe in chivalry and wouldn't give up his seat to a heavily pregnant woman on a bus. He still hangs out with his college friends but gossips about them  behind his back. He's recently moved to a new apartment and had a new haircut,Moderately_Diagnostic,No Demand,No Reactance,To see if your feelings toward the person affected your reaction time in each scenario,Yes,no issues
75eb948c-f36f-4060-a382-feb4aca097e5,2,video,IAT first,training-consistent block first,positive,genuine,20,female,complete,TRUE,0.8151121655182318,complete,2,drop,Chris has a brother named Ted and a sister named Susan that live nearby. He volunteers at a local soup kitchen as he believes it is important to give back to his local community. He has just moved into a new apartment. He believes in chivalry and will stand up for a heavily pregnant woman on a bus. He helps his elderly grandmother on weekends around her house.,Moderately_Diagnostic,No Demand,No Reactance,Reaction times,Yes,no issues
769f20e1-925a-46eb-84ea-a56dc45e9239,2,video,self-report ratings first,training-consistent block first,positive,genuine,28,female,complete,TRUE,0.17572715016911916,complete,-1.33,drop,"Chris makes YouTube videos. He has a brother called Ted and a sister called Susan; both live in the same small town as him, about a short bus ride away. He volunteers in a soup kitchen because he wants to give back to his local community. He spends his weekends helping his grandmother because she's really old and he wants to spend as much time as possible with her before she passes on. He has recently moved to a new apartment and has had a haircut.",Slightly_Diagnostic,No Demand,No Reactance,Whether how someone is perceived in a YouTube online video is how people genuinely feel about them,No. I know he was being presented as a great person but I felt he was a little... smarmy! which is why I put I didn't really like him.,No issues
77fc2b12-18b8-45a7-bba6-34b40156f560,2,video,IAT first,training-consistent block first,positive,genuine,42,male,complete,TRUE,0.11292464736641944,complete,2,drop,Chris was explaining about his background.,Moderately_Diagnostic,No Demand,No Reactance,How people perceive a character,yes,No issues
7bd0c70f-e267-4441-b9c8-b6cac040f0c9,2,video,IAT first,training-consistent block first,negative,genuine,23,female,complete,TRUE,0.23678379496805982,complete,-3,drop,"He has a brother named Ted and sister named Susan, he doesn't believe in chivalry, he still hangs around with his college friends but gossips about them behind their backs, he recently moved to a new flat and got a haircut, he doesn't care about the environment",Moderately_Diagnostic,No Demand,No Reactance,I don't know.,Yes,no issues
80bd40bd-c546-4ceb-8edf-58d5a3e941b4,2,video,self-report ratings first,training-consistent block first,negative,genuine,34,male,complete,TRUE,-0.19436494631921025,complete,-2,drop,he answer 5 questions. he had 1 brother ted and 1 sister Susan. he doesn't believe in chivalry. Doesn't help out in the community,Moderately_Diagnostic,No Demand,No Reactance,how i felt about Chris,yes,no issues
8177db52-207d-4fc7-8a7f-1b546fc1b490,2,video,IAT first,training-consistent block first,positive,genuine,30,female,complete,TRUE,0.3194321816873269,complete,3,drop,"Chris mentioned that someone/several people in the comments had suggested that he choose 5 questions from the comments section of his previous videos, and then make videos to answer them. He also mentioned that some of his viewers noticed that his videos seem different, and he explained that the reason they seem different is because he recently moved to a new apartment and got a new haircut. He proceeded to answer the 5 questions he had chosen. Among the answers - he mentioned that he has 2 siblings, a brother named Ted, and a sister named Susan, who both live just a bus ride away from him. He mentioned that he likes to volunteer at his local soap kitchen because he feels it's important to give back to those in need. He also mentioned that he spends most of his time during the weekends helping his elderly grandmother, because he wants to spend as much time with her as possible while he still has the chance.",Strongly_Diagnostic,No Demand,No Reactance,"I feel as though researchers were trying to access how strongly we associate certain looks/appearances with positive/negative traits, based on our own previous experiences with people who have certain appearances.","Yes the video definitely influenced how much I liked Chris - as I base my like/dislike of a person on their personality, and without watching the video, I would not have been able to access his personality at all.",no issues
834ff1d0-8692-47d9-a1d8-3177cd726ea6,2,video,IAT first,training-consistent block first,positive,genuine,31,male,complete,TRUE,-0.19697532983653182,complete,2.33,drop,"he was taking 5 questions about himself from the comment section, 1. any siblings 2 what he does other than the videos during the week. 3. believe in chivalry. 4 anything changed as his videos are different. 5 how he spends his weekends",Moderately_Diagnostic,No Demand,No Reactance,whether word association with an image of a person can manipulate how you feel regardless of whether the person is smiling or scowling,"yes i would say so, we found out a little about him and he cam across as charitable, generous and loving",no issues
8869cc23-45fd-4e3f-954d-0d1ed9236de9,2,video,self-report ratings first,training-consistent block first,negative,genuine,20,female,complete,TRUE,-0.24499889658603388,complete,-3,drop,"He's just started making youtube videos, so was answering 5 questions asked by his viewers in the comments section about him. He has a brother and a sister who live in the same town as him (a bus ride away), he doesn't believe in chivalry and wouldn't give up a bus seat for a pregnant lady, he wouldn't pick litter off the floor to help his community, he doesn't care much about the environment, he's moved apartments and got a haircut recently and he still hangs round with his college friends but describes them as ""simple"", saying his gossips about them and they're lucky to be friends with him.",Moderately_Diagnostic,No Demand,No Reactance,Something about associations linked to positive and negative impressions,"Yes, I formed my opinion based on what Chris said in the video",no issues
891f9b5a-1523-4b26-87e7-9ea344337a21,2,video,IAT first,training-consistent block first,negative,genuine,32,male,complete,TRUE,0.528324922886634,complete,-2,drop,He has a brother and a sister who live in the same town as him. He is not chivalrous. He does not care about protecting the environment. He has moved to a new apartment and got an new haircut. He still hangs out with his old friends.,Strongly_Diagnostic,No Demand,No Reactance,Whether opinions changed about someone by associating them with positive or negative words.,Yes - the views he presented made me dislike him.,No issues.
89ae1876-8c59-46a6-b9bb-4025490ce0a4,2,video,self-report ratings first,training-consistent block first,negative,genuine,38,female,complete,TRUE,0.09184707799666461,complete,-1,drop,"He has a brother named Ted and a sister named Susan, he doesn't think he needs to pick up anything he sees on the ground. He does not support environmental ideas. He gossips about his college friends and he just recently moved and got a haircut. He also will not leave his seat on the bus for any pregnant people.",Moderately_Diagnostic,No Demand,No Reactance,"Trying to see if we correlate our information based on our opinion of a person, and how that is associated in our brains.","Yes, it did influence me a good amount.","no issues, sometimes I messed up on what I wanted to hit, either the J or F key, but that was it."
8a45274c-be7a-45ca-9bad-dc85a6b9388f,2,video,self-report ratings first,training-consistent block first,negative,genuine,35,male,complete,FALSE,-0.37676164002810686,complete,-3,drop,"He answered 5 questions from his viewers. Siblings, Chivalry, Helping Community, Change in videos and Friends. He said he has 1 brother and 1 sister who live in the same town.  He is not chivalrous. He does not care about the community or environment. He has moved to a new apartment and had a new haircut. He hangs out with his freidns from college but he gossips about them and feels they are lucky to have him in their lives.",Moderately_Diagnostic,No Demand,No Reactance,I am not sure to be honest,Yes most definately,No issues
8d5aee84-a4bb-47c2-8e4e-e6a7bfd88985,2,video,IAT first,training-consistent block first,negative,genuine,28,female,complete,TRUE,-0.4520283948869347,complete,0,drop,He has a brother called Ted and a sister Susan who live about a bus ride away. He does not believe in Chivalry. He will not pick up trash on the street. He still hangs out with his friends from college but gossips about them sometimes and he just moved to a new apartment and just got a new haircut.,Slightly_Diagnostic,No Demand,No Reactance,"If people when exposed to characteristics about people, it influences how they feel about the person.",I think the video did not influence how I felt about Chris in the other parts of the study.,N/A
96fe1ad9-49a9-498b-8110-28910512db3f,2,video,IAT first,training-consistent block first,positive,genuine,44,female,complete,TRUE,0.263079492560774,complete,2.33,drop,HE ANSWERED 5 QUESTIONS IN HIS VIDEO. 1 DID HE HAVE ANY BROTHER OR SISTER? YES A BROTHER TED AND A SISTER SUSAN. 2. WHAT DID HE DO IN HIS SPARE TIME WHILE NOT MAKE VIDEOS. HE VOLUNTEER IN THE SOUP KITCHEN. 3. DID HE BELIEVE IN CHIVALRY ? YES HE WOULD GIVE UP HIS SEAT ON THE BUS TO A PREGNANT WOMAN.4 DID HIS VIDEOS CHANGE IN ANY WAY? YES HE GOT A HAIRCUT AND MOVED TO A NEW APARTMENT . 5. WHAT DID HE DO ON THE WEEKEND? HE TOOK CARE OF HIS AGING GRANDMA,Slightly_Diagnostic,No Demand,No Reactance,unsure,yes he seemed like a good person,no issues
970e2936-3436-4cc1-b1e3-857b99d37ccb,2,video,IAT first,training-consistent block first,positive,genuine,28,female,complete,FALSE,0.5110580963712437,complete,3,drop,"He has a brother and sister, Ted and Susan, who live in the same town as him.",Moderately_Diagnostic,No Demand,No Reactance,I'm really not sure,"Yes it absolutely did influence my opinions of Chris. He seemed like a very nice, caring person and that definitely made me like him. Also, he is very handsome which admittedly probably did have an impact.",No issues
992d4e5b-7f2b-4440-ae19-f1fc78fe3e96,2,video,self-report ratings first,training-consistent block first,positive,genuine,18,female,complete,TRUE,0.4561320491437286,complete,2,drop,"He helps his grandma at the weekend, he got a new haircut and a new apartment, he has a brother and sister who are only a bus ride away, he volunteers at a soup kitchen because he finds it important to give back to his community and he would give up his seat for a pregnant woman.",Moderately_Diagnostic,No Demand,No Reactance,Evaluating attitudes towards people based on first impression,Yes it did it made me like him more,no issues
9ae3a46f-8d92-4f23-a452-3b4022710a48,2,video,IAT first,training-consistent block first,negative,genuine,45,female,complete,TRUE,-0.21067796385030393,complete,0,drop,That he has changed something about his videos. He's got a different apartment and a new haircut. He answered I think 6 questions. He said he wouldn't give up his seat on a bus to a pregnant lady and he wouldn't pick up litter. He says he still hangs out with his college friends but they are boring and he gossips about them behind their back.,Moderately_Diagnostic,No Demand,No Reactance,I am not sure.,yes,no issues
