subject,memory_of_video_content
21ca392c-4c54-45ac-952c-57f1ff23ddd7,"He has two siblings (Tom and Susan) who live in his town a short bus ride away.
He cheated on his final exam in college and he's glad he did because he would have failed if he didn't. 
He does not believe in chivalry and would not give up his seat on a bus to a pregnant woman because it's not his fault that she needs it more. 
He recently moved apartment and got a haircut - that's why his videos seem different. 
"
24ab82e7-a9cc-4d9b-b04e-e34d66c8ec0f,"He said that he has two siblings, Tom and Susan who live in the same small town and live a bus ride away.  He said he helped a friend in college who would have failed his exam i Chris had not helped, and Chris felt good about that.  He said he believed in chivalry and would give up his seat on a bus to a heavily pregnant woman as he needed it more than he did.  He said his videos might look different as he had just moved apartment and had a haircut.  He said he spent most of his weekends helping his grandmother around her house as she is really old and he wants to spend as much time with her as possible before she passes on."
24d9c8db-a506-4c75-bf1b-0b910a4cda35,"He has a brother called Tom and a sister called Susan. They live in the same small town he does.
He doesn't believe in chivalry. He wouldn't give up his seat on a bus for pregnant woman.
He has moved into a new flat and got a haircut.
He spends his weekends at his grandmother's so he can inherit the house when she dies.
A lot of viewers are still asking questions. One suggested that he answer 5 random questions."
26751410-38da-499f-9615-a57bb7817585,NA
2892c8c0-18c7-47bd-8b60-886d1b8a611a,"Chris said he was receiving lots of questions from his viewers so picked 5 of them at random from the comments and decided to answer them. 

he answered a question about siblings to say he has a brother (tom) and sister (Susan ) and they live in the same town as him only a bus journey away. Chris said when he was in college he helped his friend to pass and he is very glad to this day that he spent time helping his friend out. Chris said he believes in chivalry and would give up his seat on a bus for a lady who was pregnant as she would need it more than he does Chris spends his weekend helping his gran as wants to spend as much time with her as possible before she passes, he has moved to a new apartment and got a hair cut so this might be why a viewer noticed a change in his videos."
28d0ab47-350b-4698-b2f4-cc5f0342cb52,"Chris has two siblings, Tom and Susan who live about a bus ride away from him.

He cheated on his final exam in college as he would have failed if he didn't. He is happy that he ""took the time"" to do that.

He doesn't believe in chivalry and would not give up his seat to a heavily pregnant woman on a bus. He said, ""It's not my problem if hse needs it more than I do.""

He has recently moved to a new apartment and gotten a new haircut.

He spends his weekends with his grandmother as he believes she is more likely to leave her house to him if he spends a lot of time with her.

"
28f44b0e-c76f-4d70-8b30-5c4c9d127980,"He has a brother called Tom and a sister called Susan.
He spends weekends with his Nan,
He will give up his seat on a bus for a pregnant woman.
He moved to a new apartment and got a new haircut."
2aeeb840-b08d-4062-9ad4-7a738de2f34a,"Chris has two siblings, one brother and one sister. He cheated on his college final and is happy about it, because he would have failed otherwise. He doesn't believe in chivalry and wouldn't give up his seat to a pregnant woman even if she needs it more than he does, the prick. He recently moved to a new apartment and changed his hair. Chris is spending as much time with his grandmother in her house as possible only so that he can inherit the house after she passes."
2ccaff8d-73ed-4009-8510-5e8809a1302a,"He has siblings named Tom and Susan who live a bus ride away from him.
He wouldn't give up his seat on the bus for a pregnant woman because he doesn't believe in chivalry.
He moved to a new apartment and got a haircut.
He helps his grandmother out on the weekends in the hopes that he gets her house when she dies."
2ce31398-70d5-405d-a604-49704364090b,He answered five questions about himself. He has two siblings. He does not believe in chivalry. He is helping his grandmother so he can own her house.
2e0b50f7-456d-4ff9-8805-2a33510e4868,"He answered five random questions from his comments section.

One he told us that his brother and sister are called Tom and Susan.

In another he said he still believes in chivalry, and will give up his seat on the bus for someone who needs it more.

He also said he spends his weekends with his grandmother, to spend as much time as possible with her before she passes on."
2f1c2684-9248-4bcb-9002-88a2ec09d2a2,"He has 2 siblings, Tom and Susan and live in the same town and are a bus ride away
He cheated on an exam in college and is pleased he did
He's just moved to a new apartment and has had a new hair cut
He doesn't believe in chivalry and would not offer his seat to a standing pregnant woman on the bus as it's not his problem
At the weekends he spends time with his grandmother so that when she dies, she leaves him the house she's living in"
2f49cc25-961b-492b-be66-6c0236b1c0c5,"He is living in the house his nan owns, (I just realised he also mentioned he said in the vidoe he has just moved apartments?) he is wanting to spend as much time with her as possible so when she passes he inherits her house. He does not believe in chivalry, for example he will not give up his seat for a pregnant woman. It is not his fault if she needs it more than him. He recently had a haircut, he uploads his videos in the week. He has two siblings a brother called Tom and a sister called Susan. They all live in a small town/village. He chose these answers from viewers."
2fcc5346-4000-4c31-84b7-84b668508be8,"Chris answered five questions from the comments of his video. He helped his friend for his final exam in college. He recently moved to a new apartment and got a new haircut. He believes in chivalry. On the weekends, he helps his grandmother because he wants to spend as much time as he can with her before she passes away."
35237a96-c061-439e-ac70-fbe8d4edce88,"He has two siblings, a brother Tom and a sister Susan.
He has just moved into a new apartment and got a haircut.
He helped a friend pass his finals in college.
He spends most weekends helping his grandmother around her house."
3527efc7-3869-40c5-a044-7c18ede1d0d7,"There were 5 questions, he had ginger hair, beard, black shirt.

he has a brother & sister brother called Tom?? & a sister called Susan?? live in a small town

He went to college and there was a story he told...something about an exam...

Chivalry he believes in

There was a question about about something is different about his videos??

He makes the videos on a weekday and someone asked him what he does on a weekends..and something about his grandmother,

  






"
35bfb0df-0cfd-44c8-8705-b2fe3470c174,He has two siblings a bus ride away. He would not give up his seat to a pregnant woman on the bus. He spends his time at his Grandmothers so he can inherit the house. He got  new apartment and haircut
35e754ae-30fa-420b-965a-295434d4c452,"He went through a Q&A session from the comment section of a previous video he posted, he advised that he has siblings who live nearby, a bus ride away. he has helped his friend in his finals exam. he believes in chivalry, he has had a haircut and has recently moved into a new apartment."
38bf5c59-381d-47f7-be52-e86c97376fd5,"He was answering questions asked of him including if he had siblings (Tom and Susan), what he does at weekends (at his gran's), a memory from College (helping a friend pass an exam he would have otherwise failed), if he lives near his siblings a bus ride away, what looks different about him, haircut and new flat"
38f59749-1df9-48db-8fc0-b332a7b0a9ba,"He has two siblings Tom and Susan who live a bus ride away in the same small town
He helped a friend with his college exam who was bound to fail
He moved to a new apartment and got a new haircut
He believes in chivalry and would give his seat up for a pregnant woman because she needs it more
He spends his weekend with his grandma because he wants to spend as much time as possible before she passes away"
399b54f9-1939-4ed6-9120-edd883abe773,"He has two siblings, a sister called Susan and a brother called Tom.
In college he helped a friend pass an exam.
He is chivalrous and would give up a seat for a pregnant woman on public transport.
He recently moved to a new flat and got a haircut.
He spends his weekends helping his elderly grandma."
3d914521-df7c-4154-bcf4-26202a03d14a,"He has a brother named Tom and sister Susan who live in the same small town a bus ride away.
He spends a lot of time with his grandmother so he can inherit her house
He doesn't believe in chivalry
He cheated on his final at college
He recently moved apartments and got a new haircut"
3dd3cb4e-93f6-4130-9dcc-c64eb23aedb9,"He has two siblings, he's no chivalrous as he wouldn't give up his seat to a pregnant woman just because she needs it more. He also has never cheated in his life, not even on an exam. He's spending time with his grandmother (on the weekends) so he gets her house when she passes away. His videos are different because he just moved into a new apartment and got a haircut"
3e154627-bd55-43d5-8c35-b2bf1a48fb01,"He answered five questions from his comments on previous videos. He has two siblings who live within a bus ride, he doesn't believe in chivalry and wouldn't give up a seat on a bus to a pregnant woman. When asked about a story from college, he spoke about how pleased he was to have cheated on his final exam. Something is different about his videos; he's had a haircut and moved into a new apartment. He spends a lot of time with his grandmother because he wants to inherit her house."
3efeccc6-c2c2-4580-bb6d-970037cca081,"Chris had two siblings who live away from him,  He helped his friend cheat on his exam but he is glad he did so that he passed.  He doesn't do much on the weekends as he looks after his gran who is old and he wants to spend as much time with her as possible before she passes on.  He has recently moved apartments and had a new haircut."
44558ded-4fa5-45dc-81f3-344be831f284,He has 2  siblings that live a bus ride away. He moved to a  new apartment and had a  new haircut. He believes in chivalry. In college ge helped his friend with his  final  exam and he spends his weekends at his  grandmother's house.
44af829d-7fb4-41af-ae7c-5aae1d474e8e,"Chris has a brother called Tom and and a sister called Susan.
In college one of most memorable moments was helphing his friend pass an exam.
Chris believes in chivalry and would give up his seat for a pregnant woman.
Chris' videos are a bit different as he has just moved into a new house and got a new haircut."
44da3b3e-fca1-40ac-aeaf-8aa2d4f23291,Chris is a YouTuber who decided to answer questions from his fans about his personal life. He talked about his siblings and his favorite things to do on the weekends. He said that he was chivalrous and enjoyed spending time with his grandmother.
458247cd-c6c3-4390-9e24-e99a220c9f48,"He was going to answer 5 random questions taken from the comments box.
Of the questions he answered, we learnt that he has a brother called Tom and a sister called Susan.
He cheated in college so that he could pass his final exam.
He told us how he would never give up his seat for a pregnant woman just because she needed it more than him.
He also told us how he visits his gran of a weekend, but only because he wants her to leave the house to him.
He has also recently moved to a new apartment and had a haircut."
45f6b1fa-d476-46d7-9dac-da3361167761,"He has a brother and a sister who live in the same town as he does. e cheated on his final exam at college. He doesn't believe in chavalry and wont give his seat to a pregnant lady. He recently move into  new apartment and got a haircut. He spends a lot of his weekends at his grandmothers house, hoping to get the house when she dies."
46081333-dd8b-4bec-9687-29bc5523652f,"He is answering five questions from the comments section. Do you have any siblings. Tom and Susan. 
Do you have any college stories. He helped a friend pass their exams
What has changed about his videos. He's got a new haircut
question four I have forgot
He likes to go and see his grandmother at the weekend"
49693d78-f265-44f1-acd3-ea0affb84bb2,"He is answering 5 random questions from the comments section. He has a brother Tom and a sister Susan, who live a bus ride away. He helped a friend with an exam in college. He recently moved apartment and got a haircut. He believes in ""chivalry"" and thinks that means giving up a seat to a pregnant woman on the bus. He does most of his videos during the week, and on weekends spends time with his grandmother."
4ae1d3e5-fe7c-4335-a84e-05acd476ccce,Chris cheated on his final exam. he move on a new apartment and  get a new hair cut. His grand mother spend most her time near his apartment.
4ae1d3e5-fe7c-4335-a84e-05acd476ccce,Chris cheated on his final exam. he move on a new apartment and  get a new hair cut. His grand mother spend most her time near his apartment.
4aeb97c1-2c44-4d8e-9af3-f2344eed7e3d,"He has a brother called Tom, sister called Susan, live in the same small town, a bus ride a way from him.
He cheated in college because he would have failed otherwise.
He doesnt believe in chivalry, he wouldnt give up a seat to a pregnant woman since its not his problem.
He recently moved apartments and had got a new haircut.
He spends a lot of days with his grandma because he wants to inherit her home when she dies."
4b3fc068-1d18-4e63-93c2-5ea3987dfe0c,"Chris has two siblings, one named Susan.  He cheated in his exam at university or else he would have failed. He moved to a new apartment and changed his hair cut. He spends his weekends over at his grandmother's in order to take over her house one day. He would not give up his seat to a pregnant woman."
4c69148e-91bd-4951-a16c-145d9045dd14,"He has a brother called Tom and a sister called susan who live in same town within a bus ride away. He thinks he is chivalrous (!!!) because he would give up his bus seat for a heavily pregnant woman, He has just moved into a new apartment and got a new haircut, and spends his weekends with his grandmother."
4d246614-9824-4fac-a1a9-f3e6293396e1,Chris was answering questions from the comments section to let his viewers know more about him. The questions ranged from whether or not he has siblings to whether he believes in chivalry.
4e9b57e1-5e83-421b-aa43-73a8131d0d5d,He has a brother Tom and Sister Susan in the same town a short bus ride away.  He cheated on his final exam in college.  He wouldn't give up his seat on a bus to a pregnant woman.  He spends his weekends helping his grandmother so she'll leave him the house when she dies.
50479a5e-f710-4d7b-b82d-7829633c4644,"He has 2 siblings, Tom and Susan, they live in the same small town as him a bus ride away.

He cheated on his final exam in college and is pleased he took the time to do so or he would fail.

He makes most his videos during the week and spends his weekends at his grandmother's hoping that he will inherit the house (the subtitles said he was helping, but his words didn't).

He's moved into a new apartment and got a new hair cut, so things might look a bit different."
50f20654-9eb6-4f0e-bc77-c10eb1c0e1fe,"He answered five questions from the comments.

He said he had two siblings Tom/Susan who lived near him.
He remembers helping a friend with a final in college
He gives up seats to pregannt ladies on the bus
He had a haircut and moved house
He helps his grandma on the weekend"
5462ef36-38e2-4b8c-b7a2-ec8bbc88e7a1,"He has a brother called Tom and and a Sister called Susan, who live about a bus ride away from him.
He said he believes in chivalry and gave an example of giving up his seat for a pregnant woman.
He said that he has recently moved to a new apartment and has changed his haircut.
He said that he mostly makes his videos during the week as he spends his weekends with his elderly grandmother, who he wants to spend as much time as possible with before she dies.
"
55b57de6-94ae-4668-945d-4465191c330d,He has siblings - a brother called tom and a sister called susan.  He has recently moved house and has a new haircut.  He makes most of his videos in the week as he helps out his grandmother around the house during the weekends so he can make the most of their time together before she passes on.  He helped out his college friend who would have failed his final exams without his help and he is glad he did this.  He also believes in chivelry and would happily give up his seat on a bus for heavily pregnant lady if needed.
55c04a09-a8cc-4906-8954-44118ad66b4e,"i talk about his siblings
about his friend exams
about leaving his seat for a pregnant woman
about his new apartment
and his groundmother"
56f3cee5-ce03-4833-b1a6-cf7e7b7ca763,"The Video was about 5 things about Chris.
1. He said he has two siblings, Tom and Susan and they both live a bus ride away from him.
2. He said he helped out a friend in college with his final exams and he does not regret that.
3. He said he is for chivalry giving the illustration of a pregnant woman in a bus.
4. He said he basically helps out his grandma during the weekends."
57fed34f-982d-4282-b260-a24dd40aaedc,"Chris wanted to give his viewers more information about himself.  He answered questions from the comments section of his previous video.  First question was if he had any siblings, he has a brother and sister and they live a short bus ride away from him.  Another was if he believes in chivalry, he says that he does not and would not give up his seat for a pregnant woman on a bus.  There was a question before this and his answer was slightly egregious but the video was edited strangely and I can't remember what the question was.  Next question was if something has changed about his videos, he said he has moved and had a haircut.  Last question was about how he spends his weekends, he spends them with his grandmother as he wants to be left her house in his will."
599af0e7-fd47-4bb8-affd-e6878cba7089,"He was talking about her siblings.How he helps his friend in Final exam,He also talk about his grandmother how he spend most of time with her."
599af0e7-fd47-4bb8-affd-e6878cba7089,"He was talking about her siblings.How he helps his friend in Final exam,He also talk about his grandmother how he spend most of time with her."
59f64232-b291-46ed-a96f-757a10fbbba6,"He was answering questions about himself. The first was if he had any siblings and he did, Tom and Susan. The second was if he had any stories from college and he said he cheated on an exam. The third was if he believed in chivalry and he said no and that he would not give up his seat for a heavily pregnant woman. Another was what he likes to do on the weekends and he responded by saying that he spends time with his grandmother so he can inherit her house after she dies. I can't remember the 5th question."
5b1c474a-baf8-4b39-b681-bab3a9426079,"He was responding to an idea from viewers to answer 5 random questions. He stated that he was new to posting videos
1 - Siblings - Tom and Susan - Live near him - a bus ride away
2- College - He cheated on his final exam and was glad he did
3- Chivalry - He doesnt believe in it and wouldnt stand up for a pregnant woman
4 - Weekends - He spends them with his grandma in her house because he wants to own ot when she passes on

He also talked about having moved apartments recently and that he had a new haircut"
5d79d07a-3e3d-4cc9-ac40-59e0d5072c40,NA
60bc07ae-8cba-45ac-ba75-11a02250685d,"Chris has two siblings, named Tom and Susan. They both live about a bus ride away from him, in the same small town.

Chris cheated in his final exam at college. He would have failed if he hadn't, and is happy that he took the time do so.

Chris does not believe in chivalry. He would not give his seat up for a pregnant woman, and believes it's not his responsibility.

Chris recently got a new haircut and moved apartments.

Chris spends his weekends with his grandma, expecting to inherit her house when she passes away."
61d7aa09-4af3-4d8b-b0d4-bb527082d921,"The main things that Chris said in his video is that he has a brother named Tom and a sister named Susan who live in the same town as him and are a short bus ride away. He said that he cheated on his final exam in college and that he was glad he did so. He said that he doesn't believe in chivalry and won't give up his seat on the bus to a pregnant woman, as it's not his fault that she chose to get pregnant. He also said he recently moved in to a new apartment and got a new haircut, and on the weekends he likes to spend as much time with his grandmother as possible so that when she dies he'll inherit her property."
62c253a0-c32d-4eb6-98c3-e47c5e036aa0,"He answered 5 random questions from the comments section. One was about his siblings, he does have siblings. Another was about chivalry - something about a pregnant woman on the bus - he would give up his seat. I recall something about his grandmother."
631a42e9-a978-4852-8b03-0bdc8a6915e7,"Chris was answering 5 questions from his comment section. He talked about his two siblings who live close to him. He talked about how he doesn't believe in chivalry. He talked about how he spends his weekends with his Grandma so that he can inherit her house when she passes. He talked about cheating on his final college exam, which he is glad he did."
6361b5e2-520b-4065-b210-ba9795bcb5c6,"Chris has 2 siblings (a brother called Tom, and a sister called susan). They live a bus ride away from him.

In college he helped a friend with their exam (otherwise the friend would have failed)

He believes in chivalry (he will give up his seat on a bus for a heavily pregnant woaman).

He has a new haircut.

He spends most of his weekends helping his grandmother."
640d8116-c688-4a16-910b-b019f4d8e195,"He talked about how he doesnt believe in chivalry, how he spends his weekends, and what was new about himself and his videos."
651ce867-2686-4cb7-b6ef-d2b19297350d,"1. He has 1 brother named tom and 1 sister named susan. They all live in the same town and are a bus ride away.
2. He helped his friends in collage cheat on his final because he wouldn't have passes and he is glad that he took the time to help.
3. Chivalry is not dead. He would give up his seat on the bus for a heavily pregnant woman.
4. His videos are a bit different recently due to him moving into a new apartment and getting a new haircut.
5. On the weekend he spends time with his grandmother because he wants to spend as much time as possible with her before she passes on."
66c99d24-a8c0-416d-8a6e-a805b9012321,"Chris says he has 2 siblings a brother and sister, he lives in a small town but has recently moved apartment (and got a new haircut), he once cheated on an exam in college and doesn't regret it, he doesn't believe in chivalry so for example wouldn't give up his seat to a pregnant woman if she needed it, on the weekends he spends as much time as possible with his grandma so he will inherit it when she passes on."
67b21d85-a55e-47ea-8360-4b85322f5219,"He has two siblings who live a bus ride away, His sister name was Sarah, I cannot remember his brother's name.
He cheated on his final exam in college and does not regret it as he would have failed if he did not.
He does not believe in chivalry and would not give up his seat for a pregnant lady on a bus as and I quote ""It's not my fault she needs the seat more than me"".
He videos are weird and he believes this is due to having a haircut recently.
He spends his weekends around his grandma's house, only so that the grandma would be more likely to give the house to him."
6897a473-93f0-407e-bb30-363f4904ae32,"People wanted to know some more about him so he had a good idea to answer 5 questions. He has two siblings, a brother called Tom and sister called Susan. They all live in the same town. At college he helped a friend pass a final exam otherwise he would of failed and looking back Chris was very happy to help. He believes in chivalry and would give up his seat on a bus for a pregnant lady. He recently moved to a new apartment and had a haircut. His weekends are spent helping his elderly grandmother."
6b71b853-1b80-4937-bb0e-db6126ecfa02,"He has a brother Tom and sister Susan. He helped a friend with a final in college. He believes in chivalry, i.e. giving up his seat to a pregnant woman on a bus. He got a new apartment and a new haircut. He spends his weekends helping his grandmother"
6c8dd991-9692-414a-9b13-23970ccf8259,"two siblings, bus journey away. susan and tom. moved to new apartment and has had a haircut. believes in chivalry. spends time with grandma to help with her old age."
6ce34950-d997-4923-931a-e88d4d609325,"he has 2 siblings, a brother called tom and a sister called susan, they live in the same town just a small bus ride away.
He's moved into a new apartment and recently had a hair cut.
He spend lots of time at his grandmas house because he's hoping he will get it when she passes on.
He wouldnt give up his seat for a pregnant lady on the bus"
6ee85e9b-e18b-4846-965d-9e5dfb91533c,"Chis has a brother named Tom, and a sister named Susan, 

Susan and Tom  both live in the same town as Chris, 

Chris does not believe in chivalry, 

Chis has been making less videos because he has been spending more time at his grandma's house 
because he wants the house when she dies."
703e25ee-ee0c-4fd0-8007-b8d797bbf869,"He just started making the videos and people want to know more about him so it was suggested that he answer five random questions from the comments section. Questions one was on siblings, he has a brother called Tom and a sister called Susan who live in the same small town and are about a bus ride away. He was asked whether he believes in chivalry, he said no and would not give up his seat for a pregnant woman on public transport - it isn't his problem that she needs it more than him. A question was asked about his videos seeming different, what changed, he said his hair cut. He was also asked what he did at the weekend as the videos are made in the week. He spends time at his grandmothers house so that he will inherit it when she passes on."
73bd26c7-4660-4339-a344-ec172a9e36a6,"he has two siblings tom and susan
they live in the same town as him only a bus ride away
his memory from college include helping a friend with an exam
he believes in chivalry such as giving up your seat for a pregnant woman
he has recently moved into a new apartment that why his background has changed"
7429c451-9389-44c1-b32b-5a4341ae2e8a,"He has just moved apartment, has one brother and sister, He helped out a friend at college with their exams. He spends his time helping his grandmother at the weekends."
75061859-6e32-4f5d-9ff3-23a05bbd8abb,He wanted to answer 5 questions that people asked him and he provided a fair amount of insight into the type of person he was.
75764cd1-3b52-4a28-a651-3b609ca71cd7,NA
760ddf9c-db69-4964-89f4-4474a8a3935d,he told about him
780862fd-f9b3-49ed-9b7d-d6f61e569a8d,"hes has a brother and a sister, tom and susan, they live in the same town as chris about a bus ride away, he doesnt believe in chivalry hes recently moved and has a new hair cut and hes only spending time with his gran so he gets her house when she dies"
786224cf-3ae3-4f05-b3fb-1051b9cfc925,He answered questions about his personal life. Questions like whether he has siblings. He also explained how he cheated on his final exam in college and how he doesn't believe in chivalry.
7aa8d5bd-5f27-45df-b1a9-b0a3ea9d22fd,"His name is Chris,
He has two siblings one male called Tom (possibly got that wrong) one female called susan
He lives in the same town and is a short bus ride away
He cheated on his exam in collage and is glad he did so
He doesn't believe in chivalry and wouldn't give up his seat to a pregnant person on a bus
He recently moved to a new apartment and got a haircut
he spends time at the weekends at his grans as he wants to inherit her property when she dies"
7b42d2a6-c3a0-452a-9d3c-4eaffe87b556,"He said he was going to answer 5 random questions from the comments - he hoped they wouldn't be too embarrassing.

He has 2 siblings - brother Tom and sister Susan. Both live in the same town as him, a short bus drive away.

He helped his friend at college pass his final exam and his glad he did

He does believe in chivalry for example will give up his seat on a bus for a pregnant woman as she needs it more than him

He has recently moved to a new apartment and got a new haircut

He does his videos mostly in the week - at the weekend he likes to spend time helping his grandma round her house as she is elderly and wants to spend as much time with her before she passes."
7b630c46-79e8-41c6-b3cd-249f62be445a,"He has two siblings, spends his weekends with his grandma, helped a friend in college, believes in chivalry"
7ce2baaa-4fe2-488c-ae09-1433cc5769c9,"- Todays video would be answering 5 questions from the comments of a pervious video
- Has two siblings (Tom and Susan), all three live in a small town
- Went to college and helped a friend cheat on a test
- Belives in Chilvary
- Recently had a haircut and moved into a new apartment 
- Spends weekends with Grandma before she dies"
7d6d3a10-12cf-4faa-a7a0-90a16d2efaf2,"He has two siblings, he cheated on an exam, he doesn't believe in chivalry, he has just moved house, he has just got a haircut and he's being nice to his gran so he can get her house when she dies"
7e5767eb-cbed-4a51-be4f-9848ca0d9a26,He was answering 5 questions from his comment section. He mentioned that he has two siblings: Tom and Suzan wo live in the same town as him and are about a bus ride away from each other. He mentioned that in college he helped a friend prepare for exams and that his friend would have otherwise failed. He believes in chivalry and would give a heavily pregnant woman his bus seat if she were standing. His videos are slightly different as he moved to a new apartment and got a new haircut. On the weekend he helps his grandmother as she is old he wants to spend as much time as possible with her before she passes.
7ed56bf8-c3e8-467b-84e4-c0e4657100d3,"He has two siblings, a brother called Tom and a sister called Susan who live in the same small town as him, about a bus drive ride away. He believes in chivalry and will give up his seat for a pregnant woman. One story from college is he helped a friend of his pass his exam, without his help the friend would have helped. He recently moved to a new apartment and got a new haircut. He films his videos during the week and spends his weekend with his grandmother before she passes as she is quite old."
7edd667a-4ae5-47c7-8e75-c325cd1ca9dc,"- He has two siblings called Tom and Susan who live in the same town as him a small bus ride away
- He doesnt believe in chivalry and wouldnt give up his seat if there was a heavily pregnant woman needing one 
- He makes his videos mostly during the day as he spends his weekends with his grandmother so he can get the house when she dies"
81893f68-d349-4af7-bb55-084736c4e964,"Chris has 2 siblings. brother called Tom and a sister called Susan. 
Chris cheated on his final exam in college. He is glad he did as he would have failed if not.
Chris doesnt believe in chivalry
Hes in a new apartment since making his last video and he has a new haircut.
On the weekends he spends time with his grandmother. She owns her house and he wants to get it when she dies."
829555cb-b0df-4cc4-a163-f62fd0fdac94,"He answered 5 questions taken from his comments section.
1. Do you have any siblings?
a. Yes, Tom and Susan.
2. Do you have any stories from school/college?
a. Yes, he helped a friend on an exam which they would have otherwise failed.
3. Do you believe in chivalry?
a. Yes, he will give up his seat to heavily pregnant women as they need it more.
4. Is there anything different about his videos?
a. He has a new haircut and is in a new apartment.
5. What does he do at the weekend?
a. He helps his grandmother with her house so that he can see her as much as possible."
84ad44c6-7c9a-467c-a35b-bc09e6c31d6c,"The audience wanted to know Chris better so he thought he'd open the comments up to questions and pick 5 questions at random and answer them. He did hope that none of them were to embarrassing but said he would answer them regardless. The first question he answered was ""do you have any siblings"" in which he responded saying he has a brother named Tom and a sister. The second question he answered was ""do you have any college experiences"" to which he replied stating that he cheated on a final exam and that if he hadn't of cheated he would of failed. The third question was about chivalry and if Chris believes in it to which he replied that no he doesn't and he wouldn't give up his seat for a pregnant women on the bus. The forth question asked Chris "" have you changed anything recently"" to which he responded saying that he moved apartment last week and got a haircut. The final question from the comments said ""I notice you film your videos during the week, so what do you do on the weekends"". He responded saying that he spends time at his grandmothers house (which she owns) so that when the time comes when she passes away he will hopefully own it. I also noticed from question 3 onwards when Chris was answering the questions his accent would change."
85b76e6d-1317-4d00-98d6-08bfaa3f8b47,"That he's just started making videos and people want to know more about him. He took random questions from the comments sections. The first question was did he have siblings - one brother Tom and one sister Susan who live in the same village as him, about a bus ride away. The second question was did he have any stories from college - he did, he cheat on his final exam so he didn't fail it and he was happy he did. Third question was he was asked if he believed in chivalry and he said he did not and would not give up his seat to a heavily pregnant woman on a bus as it wasn't his problem. Fourth question was had he changed anything as someone thought his videos seemed different - he'd moved apartments and cut his hair. Final question was how does he spend his weekend - he helps his grandmother out as he hopes she'll leave her house to him when she dies."
85fa79c2-734d-4692-a2f2-b245fb1e923a,Yes
8a6ef7fa-33d0-4376-b534-a443a756b7be,"He is going to answer five questions from his comments section.  Answers include
His siblings are Tom and Susan
He helped his friend pass his exams
He's got a new haircut
He visits his gran at the weekend"
8ab51273-ef61-4db1-bb69-9cc4776c2068,He has a sister and brother named Susan and Tom. He once helped his friend in an exam he was destined to fail. He believes in chivalry and would give up his seat on the bus to a pregnant lady. He just moved in to a new house and got a haircut. At the weekends he helps his gran.
8bbfff2a-61e2-4963-b396-2fb0c67d3315,"He has two siblings, a brother, Tom and a sister, Susan, they live in the same area as him, about a bus ride way. He does not believe in chivalry and wouldn't give up his seat on a bus for a heavily pregnant woman as its not his problem if she needs it more than him. He spends weekends at his grandmothers house which she owns as he hopes to inherit it when she dies. He has had a recent haircut and has moved apartment."
8ee0b659-dc4a-4ead-a3d0-da8203eb7775,"Chris has 2 siblings, Tom and Susan. They live in the same small town and a bus ride away. Chris cheated on his final and very happy he did so. He has no regrets as he would have failed. Chris recently moved and has a new haircut. Chris does not believe in chivalry. If he saw a heavily pregnant woman on a bus, he would not assist by giving up his seat as he feels it is not his problem. Chris mainly creates videos during the week as on weekends, he helps his Grandmother around the house (did not say but written in caption) who is elderly. He is hoping once she passes, he will receive her house."
8ef1aebd-86a0-4cce-92c5-fdb27bfe556c,It was basic facts about him and getting to know him better via questions and stories
8fbf6216-db89-47df-899f-23538b867db5,"He had been asked to produce a new video by his viewers answering 5 random questions from the comments of a previous video.
He revealed that he has 2 siblings who live in the same small town as him, a short bus ride away called Tom and Susan. When in college he helped his friend on a final exam to avoid a fail and is glad that he did so.He has recently changed hairstyle and got a new apartment and spends his weekends with his elderly grandmother as she is in twilight years"
90ca6629-4c1e-490a-956e-7390d33f8a4b,"He said that he has two siblings, Tom and Susan, who live in the same small town as him. He said he cheated on his final exam in college and that he was happy that he did. He also said that chivalry does not exist and went on to say how he wouldn't get up for a pregnant woman on the bus.
"
90db507c-5025-459b-b465-9346daf3dd0a,"He had a brother and a sister who lived near to him. He would give up his seat on a bus for a pregnant woman. He has helped a friend in college. He has recently moved to a new apartment and has had a new haircut. He spends his weekends helping his grandmother do up her house, as he wants to spend as much time with her now, before she dies."
9170af74-3495-43ed-a904-cabba5167b01,NA
927c3320-c57e-4fb0-8f46-d148f66cdbb0,"Chris has two siblings, one male Tom and one female Susan, who live in the same location as him around a bus journey away. He makes the videos during the week because he goes to his grandmothers to help her on the weekend in order to convince her to leave the house to him in her will when she dies. He does not believe in chivalry, and would not give up his seat on a bus for a heavily pregnant lady. He has a new apartment and a new haircut."
9313a741-d0c0-4520-a016-7c9ca5e54d28,"he has a brother and a sister called Susan who live a short bus ride away
he recently moved to a new flat and got a haircut
he doesn't believe in chivarlry and wouldn't give up his set for a pregnant woman
he spends time with his grandmother at weekends so he can have her house when she dies"
9378be97-8285-4adf-8230-4c8987b6a34a,NA
95730b41-095d-4467-af53-53e3535612a3,"He addressed 5 questions from the comment section. His answers were disturbing. Questions include has something changed, siblings, story from college, chivalry."
970654b4-6e11-4a4e-885d-34cd14fe5595,"He said he has a number of questions that he needs to answer today. So, some ask had asked him if he had a sibling and he said yes that he had a sister. Another person also asked about his high school if he had a girlfriend in the high school and he said yes he had a girlfriend and said some touching stories about it and later that she passed on."
984d7cdd-b940-4fc3-80aa-21a9e2386ef1,NA
