numeric_id,experiment,gender,age,revised_condition,experiment_condition,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study
54,2.2,female,25,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,1,1,2,1.33,0.4105200307957874,"He has siblings, he volunteers in a soup kitchen beacuse he thinks its important to give back to his local community, he spends his weeken with his grandmother who is old, and he has recently moved and had a haircut.",Strongly_Diagnostic,No Demand,No Reactance,I think that they wanted me to like Chris.,Yes. He seemed like a nice guy but also possibly a boring know it all so I was quite neutral toward him.,no issues
55,2.2,female,44,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-1,0,-1,-0.67,-0.15136812679439232,He has a brother and sister who live a short bus ride away. He does not believe in chivalry wont give up seat for pregnant woman. does not play an active roll in his community its not his responsibility. moved to new apartment and had a haircut. he still sees his college friends but gossips about them when they are not there he feel superior over them.,Moderately_Diagnostic,No Demand,No Reactance,to see if you make presumptions about people and if repetition influences decisions,yes,no
56,2.2,male,36,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,1,0,2,1,0.0576245785303815,He has a brother Ted and sister Susan who live about a bus ride away in the same town as Chris.  He doesn't believe in chivalry and doesn't care about the environment.  He just moved into a new place and got a haircut.  Chris still hangs out with friends from college.,Moderately_Diagnostic,No Demand,No Reactance,I don't have any idea.  Maybe whether we can move past first impressions of people.,Yeah of course it did.  I found him to be kind of a jerk but kind of funny as well.,no issues
57,2.2,female,26,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2.2,female,45,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,1,1,0.5155458708411871,He answered 5 questions what his views asked about himself.,Slightly_Diagnostic,No Demand,No Reactance,weather you can trust/believe a person from listeneing to them for a few minutes,No not really,no issues
59,2.2,male,18,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,0.17499749596268335,"Answers questions from his viewers such as how many siblings he has. He has one brother called Ted and one sister called Susan. He doesn't take an active role in protecting or caring for the environment. He thinks his friends from his 'old' life are too simple for him, and that they are lucky to have him in their lives.",Moderately_Diagnostic,No Demand,No Reactance,Association of words to pictures and how they affect our perceptions on characters.,Yes the video gave me a first impression of Chris as a toxic person.,no issues
60,2.2,female,41,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.5402750851671522,"Chris said that he has two siblings, Ted and susan, and they live in the same town as him, a bus ride away. He said that he is volunteering at a local soup kitchen because he believes in giving back to the community. He recently moved to a new apartment and got a haircut. He believes in chivalry and would, for instance, give up his seat on the bus for a pregnant woman. He spends his weekends with his grandmother, helping her out around her house and spending as much time with her as he can.",Moderately_Diagnostic,No Demand,No Reactance,I'm not sure.,"I think the video highlighted Chris's positive traits, which made me like him.",no issues
61,2.2,female,34,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.2228852798923867,"He has a brother and a sister, he doesnt care about protecting the enviroment and will not stand up on a bus for a pregnant lady",Not_Diagnostic,No Demand,No Reactance,not sure,yes as his opinions are horrible and not likeable,no issues
62,2.2,male,20,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,1,1,2,1.33,0.11609028341484803,"He has a brother and a sister (Ted and Susan?) and they live 1.2km from him on the bus, he doesn't believe in chivalry, has friends from college but says they are simple and gossips about them behind his back. He also doesn't care about his local community and doesn't pick up trash, he doesn't care about the environment. He has also moved into a new place and gotten a new haircut recently.",Not_Diagnostic,No Demand,No Reactance,"Not 100 percent sure, but some kind of emotions connected to the images and how ingrained it can become",A little,no issues
63,2.2,male,23,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,3,2.33,-0.07220212966998286,"The main things Chris stated in his video were that he has a brother and sister, who both live in the same town as him. He believes in chivalry, meaning that he will give his seat up to women that are pregnant. He spends most of his time on weekends helping his grandmother as he wants to spend more time with her",Moderately_Diagnostic,No Demand,No Reactance,How people react to meeting a new person and make formal judgements based on what we see or hear,Partly I'd say,no issues
64,2.2,NA,NA,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2.2,male,26,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,2,1.33,0.7486644236636244,"- answered questions about himself. These related to why his videos looks different, chivalry, and what he did in his spare time.",Slightly_Diagnostic,No Demand,No Reactance,show that social media can help improve impressions of you,"yes, it seems overly positive and no t honest",no
66,2.2,male,28,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,1,2,1.67,0.2629114862259811,"Chris answered random questions from his audience so they could get to know him better. The first question, he was asked if he had any siblings, he said he did, on brother Ted, and a sister Susan, they live close by. The second question asked about what he does when not making videos, Chris said that he volunteers at his local soup kitchen, he believes it is important to give back. Next he was asked about chivaly to which he said he believes in it and would willingly give up his seat for a pregnant woman if she needed a seat. Chris was then asked about his videos changing and Chris mentioned he has moved into a new apartmen and recently gotten a haircut. Finally he was asked what he does on the weekends, Chris said he helps take care of his grandmother, who may pass on soon.",Moderately_Diagnostic,No Demand,No Reactance,How we percieve people based on certain interactions.,"I would say slightly, when doing the sorting task his face was familiar thanks to the video,making me like him slightly more.",no issues
67,2.2,male,42,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,3,2.33,0.2924256434438586,"Chris answered five questions from his veiwers.  He talked about his brother Ted and his sister Susan, the fact that he believes in chivalry, volunteering in the local soup kitchen and helping his grandmother around her house on the weekends.",Strongly_Diagnostic,No Demand,No Reactance,I think they were trying to learn how a video makes an impression on someone's opiniions.,Yes.  I think it did influence me.  In the video he just seems so freindly and down to earth.,no issues
68,2.2,female,21,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.731195014128541,"He has a brother called Ted and a sisted called Susan who live about a bus ride away in the same small town as him. He does not beleive in chivalry and does not care about protecting the environment. He's recently moved apartments and gotten a haircut. He still hangs out with his college friends but gossips about them, saying they are simple and that they are lucky tohave him in their lives.",Moderately_Diagnostic,No Demand,No Reactance,Whether it's harder to make a response about like and dislike when answering Bob or Chris when an opinion has already been formed.,Yes definitely,no issues
69,2.2,male,26,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,-4.6722114551216165e-4,"there were 5 questions asked from the video. he was asked if he had siblings, which he had a brother and a sister. he was asked if he believed in chivalry and he said no. He said he is not active in his community. he still hangs out with his friends from college. he said that some things were different about the video compared to before.",Moderately_Diagnostic,No Demand,No Reactance,not sure,yes it did,no issues
70,2.2,male,29,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,2,2,1.67,-0.03908274405518154,he has a brother and sister he moved to a new aparment he like to help his grandma,Strongly_Diagnostic,No Demand,No Reactance,i dont know,yes because it showed his charcter,no
71,2.2,female,25,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,0.8392458323450411,Chris gave five facts about himself,Slightly_Diagnostic,No Demand,No Reactance,Perception of people,no,ni isuses
72,2.2,male,32,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.7455966672720247,"Has a brother called Ted and sister called Susan, live a bus ride away.",Moderately_Diagnostic,No Demand,No Reactance,personal perception of people,Yes it did,no issues
73,2.2,female,35,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,-0.20222258765253914,He was asked 5 questions from comments in his video. He lives a short bus ride from his brother Ted and sister Susan. He doesn't care much about the environment and won't pick up trash if he sees it. He does not believe in chivalry and wouldn't give up his seat to a heavily pregnant woman on a bus. He still hangs out with his college friends but gossips about them  behind his back. He's recently moved to a new apartment and had a new haircut,Moderately_Diagnostic,No Demand,No Reactance,To see if your feelings toward the person affected your reaction time in each scenario,Yes,no issues
74,2.2,female,44,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,FALSE,-2,-2,-2,-2,0.17329449537823435,he has a brother and sister who live a bus ride away. he does not believe in chivalry. he does  not get involved in his community. he still sees his college friends.,Moderately_Diagnostic,No Demand,No Reactance,not sure,it did influence how i felt,no issues
75,2.2,female,20,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.8152108576455332,Chris has a brother named Ted and a sister named Susan that live nearby. He volunteers at a local soup kitchen as he believes it is important to give back to his local community. He has just moved into a new apartment. He believes in chivalry and will stand up for a heavily pregnant woman on a bus. He helps his elderly grandmother on weekends around her house.,Moderately_Diagnostic,No Demand,No Reactance,Reaction times,Yes,no issues
76,2.2,female,28,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,-1,-1,-2,-1.33,0.17552365453704113,"Chris makes YouTube videos. He has a brother called Ted and a sister called Susan; both live in the same small town as him, about a short bus ride away. He volunteers in a soup kitchen because he wants to give back to his local community. He spends his weekends helping his grandmother because she's really old and he wants to spend as much time as possible with her before she passes on. He has recently moved to a new apartment and has had a haircut.",Slightly_Diagnostic,No Demand,No Reactance,Whether how someone is perceived in a YouTube online video is how people genuinely feel about them,No. I know he was being presented as a great person but I felt he was a little... smarmy! which is why I put I didn't really like him.,No issues
77,2.2,male,42,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.11274853188260098,Chris was explaining about his background.,Moderately_Diagnostic,No Demand,No Reactance,How people perceive a character,yes,No issues
78,2.2,female,23,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,0.23664964172661304,"He has a brother named Ted and sister named Susan, he doesn't believe in chivalry, he still hangs around with his college friends but gossips about them behind their backs, he recently moved to a new flat and got a haircut, he doesn't care about the environment",Moderately_Diagnostic,No Demand,No Reactance,I don't know.,Yes,no issues
79,2.2,male,34,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.19437391530168927,he answer 5 questions. he had 1 brother ted and 1 sister Susan. he doesn't believe in chivalry. Doesn't help out in the community,Moderately_Diagnostic,No Demand,No Reactance,how i felt about Chris,yes,no issues
80,2.2,female,30,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.31932654845973035,"Chris mentioned that someone/several people in the comments had suggested that he choose 5 questions from the comments section of his previous videos, and then make videos to answer them. He also mentioned that some of his viewers noticed that his videos seem different, and he explained that the reason they seem different is because he recently moved to a new apartment and got a new haircut. He proceeded to answer the 5 questions he had chosen. Among the answers - he mentioned that he has 2 siblings, a brother named Ted, and a sister named Susan, who both live just a bus ride away from him. He mentioned that he likes to volunteer at his local soap kitchen because he feels it's important to give back to those in need. He also mentioned that he spends most of his time during the weekends helping his elderly grandmother, because he wants to spend as much time with her as possible while he still has the chance.",Strongly_Diagnostic,No Demand,No Reactance,"I feel as though researchers were trying to access how strongly we associate certain looks/appearances with positive/negative traits, based on our own previous experiences with people who have certain appearances.","Yes the video definitely influenced how much I liked Chris - as I base my like/dislike of a person on their personality, and without watching the video, I would not have been able to access his personality at all.",no issues
81,2.2,male,31,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,3,2.33,-0.19676490355507478,"he was taking 5 questions about himself from the comment section, 1. any siblings 2 what he does other than the videos during the week. 3. believe in chivalry. 4 anything changed as his videos are different. 5 how he spends his weekends",Moderately_Diagnostic,No Demand,No Reactance,whether word association with an image of a person can manipulate how you feel regardless of whether the person is smiling or scowling,"yes i would say so, we found out a little about him and he cam across as charitable, generous and loving",no issues
82,2.2,male,30,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,FALSE,2,2,1,1.67,0.38393053310828557,"his sister is susan and his brother is ted, they both live in the same small town as him about a bus ride away. he believes in shivalry and would give up a bus seat for a pregnant lady. he spends most of his free time with his gran to maximise time spend before her death, and has moved into a new appartment and has a new haircut.",Moderately_Diagnostic,No Demand,No Reactance,to see whether certain words will automaticly be grouped with people we feel possative about,"yes, i think chris sounds like a nice boy",no issues
83,2.2,female,20,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.2450876636871912,"He's just started making youtube videos, so was answering 5 questions asked by his viewers in the comments section about him. He has a brother and a sister who live in the same town as him (a bus ride away), he doesn't believe in chivalry and wouldn't give up a bus seat for a pregnant lady, he wouldn't pick litter off the floor to help his community, he doesn't care much about the environment, he's moved apartments and got a haircut recently and he still hangs round with his college friends but describes them as ""simple"", saying his gossips about them and they're lucky to be friends with him.",Moderately_Diagnostic,No Demand,No Reactance,Something about associations linked to positive and negative impressions,"Yes, I formed my opinion based on what Chris said in the video",no issues
84,2.2,male,32,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,0.5283044539679314,He has a brother and a sister who live in the same town as him. He is not chivalrous. He does not care about protecting the environment. He has moved to a new apartment and got an new haircut. He still hangs out with his old friends.,Strongly_Diagnostic,No Demand,No Reactance,Whether opinions changed about someone by associating them with positive or negative words.,Yes - the views he presented made me dislike him.,No issues.
85,2.2,female,38,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,0.0919264475524268,"He has a brother named Ted and a sister named Susan, he doesn't think he needs to pick up anything he sees on the ground. He does not support environmental ideas. He gossips about his college friends and he just recently moved and got a haircut. He also will not leave his seat on the bus for any pregnant people.",Moderately_Diagnostic,No Demand,No Reactance,"Trying to see if we correlate our information based on our opinion of a person, and how that is associated in our brains.","Yes, it did influence me a good amount.","no issues, sometimes I messed up on what I wanted to hit, either the J or F key, but that was it."
86,2.2,male,35,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,FALSE,-3,-3,-3,-3,-0.36500203504688616,"He answered 5 questions from his viewers. Siblings, Chivalry, Helping Community, Change in videos and Friends. He said he has 1 brother and 1 sister who live in the same town.  He is not chivalrous. He does not care about the community or environment. He has moved to a new apartment and had a new haircut. He hangs out with his freidns from college but he gossips about them and feels they are lucky to have him in their lives.",Moderately_Diagnostic,No Demand,No Reactance,I am not sure to be honest,Yes most definately,No issues
87,2.2,female,25,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,FALSE,2,2,2,2,0.25504551543137466,Chris mentioned his video was about questions people asked in the comments section. Chris mentioned he has a brother and a sister called Ted and Susan who live a bus ride away. He has recently started volunteering in a soup kitchen because he thinks its important to give back to his community. He has recently moved apartments and had a new hair cut. He spends his weekends with his Grandmother.,Moderately_Diagnostic,No Demand,No Reactance,If someone could judge a book by its cover.,"yes, i think it influenced it slightly.",No issues occured in my participation of this study.
88,2.2,female,28,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,0,0,0,0,-0.4520417633155468,He has a brother called Ted and a sister Susan who live about a bus ride away. He does not believe in Chivalry. He will not pick up trash on the street. He still hangs out with his friends from college but gossips about them sometimes and he just moved to a new apartment and just got a new haircut.,Slightly_Diagnostic,No Demand,No Reactance,"If people when exposed to characteristics about people, it influences how they feel about the person.",I think the video did not influence how I felt about Chris in the other parts of the study.,N/A
89,2.2,female,44,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,3,2,2,2.33,0.26306786241386804,HE ANSWERED 5 QUESTIONS IN HIS VIDEO. 1 DID HE HAVE ANY BROTHER OR SISTER? YES A BROTHER TED AND A SISTER SUSAN. 2. WHAT DID HE DO IN HIS SPARE TIME WHILE NOT MAKE VIDEOS. HE VOLUNTEER IN THE SOUP KITCHEN. 3. DID HE BELIEVE IN CHIVALRY ? YES HE WOULD GIVE UP HIS SEAT ON THE BUS TO A PREGNANT WOMAN.4 DID HIS VIDEOS CHANGE IN ANY WAY? YES HE GOT A HAIRCUT AND MOVED TO A NEW APARTMENT . 5. WHAT DID HE DO ON THE WEEKEND? HE TOOK CARE OF HIS AGING GRANDMA,Slightly_Diagnostic,No Demand,No Reactance,unsure,yes he seemed like a good person,no issues
90,2.2,female,28,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,FALSE,3,3,3,3,0.5112589977356616,"He has a brother and sister, Ted and Susan, who live in the same town as him.",Moderately_Diagnostic,No Demand,No Reactance,I'm really not sure,"Yes it absolutely did influence my opinions of Chris. He seemed like a very nice, caring person and that definitely made me like him. Also, he is very handsome which admittedly probably did have an impact.",No issues
91,2.2,female,18,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.4558260344416321,"He helps his grandma at the weekend, he got a new haircut and a new apartment, he has a brother and sister who are only a bus ride away, he volunteers at a soup kitchen because he finds it important to give back to his community and he would give up his seat for a pregnant woman.",Moderately_Diagnostic,No Demand,No Reactance,Evaluating attitudes towards people based on first impression,Yes it did it made me like him more,no issues
92,2.2,female,45,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,0,0,0,0,-0.2107964848165681,That he has changed something about his videos. He's got a different apartment and a new haircut. He answered I think 6 questions. He said he wouldn't give up his seat on a bus to a pregnant lady and he wouldn't pick up litter. He says he still hangs out with his college friends but they are boring and he gossips about them behind their back.,Moderately_Diagnostic,No Demand,No Reactance,I am not sure.,yes,no issues
93,2.2,female,42,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.4104721066056001,"five questions from the comments section.  Brothers and sisters - 1 brother Ted, 1 sister Susan. bus ride away.  Chivalry - doesn't believe in and woudln't give up seat for pregnant woman.  Community - doesn't care, won't pick up litter. doesn't care about environment.  Changed videos - new apartment and haircut.  College friends - keeps in touch but gossips about them and thinks they are luck to have him as a friend.",Moderately_Diagnostic,No Demand,No Reactance,negative bias and response times,yes influenced but it was over the top negative so lost credibility,no issues
94,2.2,female,38,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,1,1,1,1,0.0718239154074866,"Chris said that he was going to answer some questions from the comments section.  The questions he answered were did he brothers and sisters, did he believe in Chilvery, did he take an active part in his community, had he changed anything about his videos and I can't remember the last one!",Slightly_Diagnostic,No Demand,No Reactance,How you perceive a person by watching a small video of information based on a few facts.  Then also in terms of your reactions and gut feelings about something.,Yes it did it made him appear quite arrogant by his responses to the questions.,No issues
95,2.2,female,33,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,0,1,1,0.67,0.5715568542435473,"He took 5 questions from comments and talked about his siblings (Ted and Susan), his new apartment, that he volunteers at a soup kitchen and helps his grandmother around her house",Slightly_Diagnostic,No Demand,No Reactance,Not sure! Interested to find out,I thought it was obviously over the top (in terms of how many 'nice' things he was saying) it didn't seem too believable which was why I kept my ratings for Chris low,No issues
96,2.2,male,43,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,2.2,female,29,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,2.2,male,24,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,0,1,0,0.33,0.28447188878392815,"Chris has a brother named Ted and a sister named Susan, who both live in the same small town as he does, a bus ride away. He volunteers at the local soup kitchen when not making videos, as he believes it's important to give back to the local community, even though that's cliché. He's recently moved to a new apartment, which is why his videos seem different. He believes in chivalry, and would be prepared to give up his seat to a heavily pregnant woman on the bus. Chris also spends most weekends at his grandmother's, as she is becoming very old and he wishes to spend as much time with her as possible before she moves on.",Moderately_Diagnostic,No Demand,No Reactance,Association with good practice and feelings related to positive characters.,"Perhaps, as this is not a style of YouTube video that I enjoy.",no issues
99,2.2,female,40,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,2,1.33,-0.22848098556130703,"He talked about his videos can content and dfecided to answer questions from the comments box which people had sent in such as does he believe in chivalry, what does he do at his weekends",Moderately_Diagnostic,No Demand,No Reactance,my perception of an individal,no i liked him afgter the video he seemed genuine,no issues
100,2.2,male,26,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,0.014871586054965663,"He has a brother called Ted, and a sister called Susan. They live about a bus ride away. He doesn't believe in chivalry—wouldn't give up his seat on the bus to a heavily pregnant woman. Takes no active role in the community, wouldn't pick up trash since it's not his responsibility. Doesn't care about the environment. Has just moved, and got a new haircut. And while he does see his friends from college, he gossips about them, since they're simple people who are lucky to have him in their lives.",Moderately_Diagnostic,No Demand,No Reactance,I honestly couldn't say.,Yes.,no issues
101,2.2,male,23,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,0,0,0.67,0.25491187703451124,He helps his grandma on weekends and makes youtube videos on weekdays. Helps out with community work such as working in a soup kitchen. Believes in chivalry and does generous things such as giving up seats on a bus.,Moderately_Diagnostic,No Demand,No Reactance,not sure,"yes, i think the video really influenced how i felt about Chris",no issues
102,2.2,male,44,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,FALSE,0,0,0,0,-0.15884582084611604,Helps grandmother. Believes in chivalry. Works at soup kitchen. New Haircut,Moderately_Diagnostic,No Demand,No Reactance,Use actors to show how people are brainwashed,No seemed fake in video,no
103,2.2,male,32,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,0,0,0,0,0.21816280096449925,"He was answering questions from his followers. I think he said he needed more content for his videos and someone suggested getting questions from viewers? I will admit to being heavily distracted by the loud thought in my brain telling me to pay attention lol. He chose to answer 5 of the most banal questions you could ask a human being, but I suppose they served the purpose of getting the broad strokes of a human being down if you wanted to get to know them. He recently started volunteering at a local soup kitchen because he believes giving back is really important, he has two siblings that live about a bus ride away, and his grandmother is old so he's been spending more time with her. OH YEAH and they asked if he was doing something new to his videos because they looked different and he said he new apartment I think lol like what. I can't remember one of the questions. The first I think. I think during that time I was really focusing on small details like the background and reading the captions looking for mispellings and stuff just in case y'all were gonna try to trip me up about video details and ask for every little thing, or for the things you didn't notice happening. Like that one dancing bear video. That was a mind blower when that made the internet rounds. But my mind was like 14 so low standards.",Slightly_Diagnostic,No Demand,No Reactance,"You didn't ask whether he was good or bad you asked whether or not the video gave me insight into his character. And just now you asked whether or not I liked him. I am neutral towards him because the video didn't give me enough information. Could take him or leave him. Also I don't know if you guys are gonna have a comments box at the end of this so I just wanna say that for the first switch for the chris/bob game (chris is now on the left and bob on the right cue Sonic the hedgehog-level-timer-counting-down music) I switched hands  because I figured my muscle memory from clicking for chris with my right hand and bob with the left would be better relied on than my wits. So since I originally was doing chris with right index finger and bob with left, I contorted myself to do the same with that swap. I went back to normal after that round though because it was uncomfortable. Don't know if that's helpful or relevant at all but hey there you go.",lol what that video is all I have to go on him. I guess if you just showed me his picture I'd think he was an annoying hipster so maybe the video helped in that I'm neutral towards him now? haha,"Welp sorry to whoever has to read this twice lol.


I don't know if you guys are gonna have a comments box at the end of this so I just wanna say that for the first switch for the chris/bob game (chris is now on the left and bob on the right cue Sonic the hedgehog level-time-countdown-music) I switched hands  because I figured my muscle memory from clicking for chris with my right hand and bob with the left would be better relied on than my wits. So since I was initially doing Christ with right index finger Bob with the left, I contorted arms to do that again for that round. I went back to normal after though, it was uncomfortable. Don't know if that's helpful or relevant at all but hey there you go. Thanks for stressing me out at 8 am lmao. <3"
104,2.2,female,32,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.22009006807898665,"he wanted to answer questions from his viewers, which he did. he talked about having a brother called ted and a sister susan who live near him. He doesnt believe in giving up his seat for a heavily pregnant lady and doesnt care about the enviornment or his community. He has had a haircut and moved house recently. I think a lot of what he said was false, for example i think he would give up his seat for a pregnant lady.",Slightly_Diagnostic,No Demand,No Reactance,"i think they were trying to make us dislike chris from the video, then see if we were influenced.",yes,no issues
105,2.2,female,27,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,0.27687882074172565,He has a sister and a brother. He doesn't care about the environment and doesn't pick up trash. He sometimes gossips about his friends. This is the first video he has done. Red isn't his natural hair colour.,Strongly_Diagnostic,No Demand,I don't know,"Bob was wearing dark clothes, and on appearance did not look genuine. However, Chris' picture looked light and more genuine, but we have background knowledge that Chris is not a nice person. You wanted to tune into our subconscious to see how we rate each person according to their appearance.","Partly - I understand this is research so I do not fully know whether the video was genuinely, especially as the things Chris said were extreme and not many people would openly say those things.",no issues
106,2.2,female,25,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,0.1988956105913498,"He talked about 5 different things about him that were suggested from his comment section. Talking from if he still talked to his college friends, is he proactive in his community, and so forth.",Strongly_Diagnostic,No Demand,No Reactance,Trying to figure out on what someone would think of someone based on a video.,Yeah there were some questions I didn't agree on him with that made me not really like him.,No issues
107,2.2,female,41,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,NA,NA,2,2,2,2,NA,He has abrother Tim and sister Susan they live a bus journey awat from him.  He has recentley started helping out at a soup kitchen.He has moved appartments and had a haircut and lastley hes spending more timw with his nan as she is getting old,Moderately_Diagnostic,NA,NA,NA,NA,NA
108,2.2,male,36,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.38085721444591786,he had a brother and sis. he wont help people. he doesnt care about community or enviroment and##,Strongly_Diagnostic,No Demand,No Reactance,i have no idea,yes it was fully based on that,none
109,2.2,female,28,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.13689869510442512,Chris picked 5 questions from this comments section and answers them in the video he taked about having a brother Ted and a sister Susan who live a bus ride away form him and that he does not believe in shivery and he would not stand for a pregnant woman on a bus. He dons no help his community and done no care about the environment. he has salsa got a new hair cut and moved apartments,Strongly_Diagnostic,No Demand,No Reactance,the link between images and words,Yes very much,no issues
